"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013/2014","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","4076","","","","0"
"2014/2015","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","4098","","","","0"
"2015/2016","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","3863","","","","0"
"2016/2017","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","3853","","","","0"
"2017/2018","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","3859","","","","0"
"2018/2019","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","4337","","","","0"
"2019/2020","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","4524","","","","0"
"2020/2021","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","4644","","","","0"
"2021/2022","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","4952","","","","0"
"2022/2023","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","5301","","","","0"
"2023/2024","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427310","10.19","5580","","","","0"
"2018/2019","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542404","10.20","","..","","","0"
"2019/2020","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542404","10.20","","..","","","0"
"2020/2021","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542404","10.20","","..","","","0"
"2021/2022","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542404","10.20","","..","","","0"
"2022/2023","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542404","10.20","","..","","","0"
"2023/2024","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542404","10.20","","..","","","0"
"2006/2007","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","5605","","","","0"
"2007/2008","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","6431","","","","0"
"2008/2009","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","7241","","","","0"
"2009/2010","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","6230","","","","0"
"2010/2011","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","7178","","","","0"
"2011/2012","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","7442","","","","0"
"2012/2013","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","7362","","","","0"
"2013/2014","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","7555","","","","0"
"2014/2015","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","7648","","","","0"
"2015/2016","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","8262","","","","0"
"2016/2017","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","8250","","","","0"
"2017/2018","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","8557","","","","0"
"2018/2019","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","8831","","","","0"
"2019/2020","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","9047","","","","0"
"2020/2021","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","9579","","","","0"
"2021/2022","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","9823","","","","0"
"2022/2023","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","10524","","","","0"
"2023/2024","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414734","11.21","10748","","","","0"
"2006/2007","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6708","","","","0"
"2007/2008","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","5983","","","","0"
"2008/2009","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6467","","","","0"
"2009/2010","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","5240","","","","0"
"2010/2011","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6655","","","","0"
"2011/2012","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6792","","","","0"
"2012/2013","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6152","","","","0"
"2013/2014","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6233","","","","0"
"2014/2015","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6612","","","","0"
"2015/2016","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6717","","","","0"
"2016/2017","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6706","","","","0"
"2017/2018","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","6812","","","","0"
"2018/2019","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","7260","","","","0"
"2019/2020","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","7531","","","","0"
"2020/2021","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","7596","","","","0"
"2021/2022","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","7678","","","","0"
"2022/2023","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","8899","","","","0"
"2023/2024","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427319","11.1","9077","","","","0"
"2006/2007","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","3122","","","","0"
"2007/2008","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","3649","","","","0"
"2008/2009","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4458","","","","0"
"2009/2010","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4470","","","","0"
"2010/2011","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4581","","","","0"
"2011/2012","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4276","","","","0"
"2012/2013","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4948","","","","0"
"2013/2014","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4485","","","","0"
"2014/2015","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4455","","","","0"
"2015/2016","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4543","","","","0"
"2016/2017","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4615","","","","0"
"2017/2018","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4637","","","","0"
"2018/2019","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4770","","","","0"
"2019/2020","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4880","","","","0"
"2020/2021","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","4989","","","","0"
"2021/2022","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","5127","","","","0"
"2022/2023","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","5376","","","","0"
"2023/2024","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427329","11.2","5484","","","","0"
"2006/2007","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","3411","","","","0"
"2007/2008","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","3436","","","","0"
"2008/2009","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","3896","","","","0"
"2009/2010","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","3700","","","","0"
"2010/2011","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4128","","","","0"
"2011/2012","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4184","","","","0"
"2012/2013","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4282","","","","0"
"2013/2014","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4393","","","","0"
"2014/2015","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4486","","","","0"
"2015/2016","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4573","","","","0"
"2016/2017","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4625","","","","0"
"2017/2018","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4745","","","","0"
"2018/2019","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4841","","","","0"
"2019/2020","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4898","","","","0"
"2020/2021","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","4942","","","","0"
"2021/2022","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","5092","","","","0"
"2022/2023","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","5456","","","","0"
"2023/2024","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427330","11.3","5565","","","","0"
"2006/2007","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","4885","","","","0"
"2007/2008","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","5182","","","","0"
"2008/2009","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","5648","","","","0"
"2009/2010","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","4839","","","","0"
"2010/2011","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","6016","","","","0"
"2011/2012","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","5921","","","","0"
"2012/2013","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","5585","","","","0"
"2013/2014","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","5916","","","","0"
"2014/2015","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","6077","","","","0"
"2015/2016","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","6244","","","","0"
"2016/2017","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","6819","","","","0"
"2017/2018","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","6942","","","","0"
"2018/2019","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","7024","","","","0"
"2019/2020","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","6847","","","","0"
"2020/2021","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","7521","","","","0"
"2021/2022","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","7795","","","","0"
"2022/2023","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","7858","","","","0"
"2023/2024","British Columbia","2016A000259","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427331","11.4","8016","","","","0"
"2006/2007","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","3035","","","","0"
"2007/2008","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","14391","","","","0"
"2008/2009","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","15540","","","","0"
"2009/2010","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","15850","","","","0"
"2010/2011","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","16167","","","","0"
"2011/2012","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","16209","","","","0"
"2012/2013","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","16252","","","","0"
"2013/2014","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","17905","","","","0"
"2014/2015","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","6669","","","","0"
"2015/2016","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","7922","","","","0"
"2016/2017","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","10234","","","","0"
"2017/2018","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","11219","","","","0"
"2018/2019","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","13171","","","","0"
"2019/2020","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","13297","","","","0"
"2020/2021","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","13737","","","","0"
"2021/2022","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","13530","","","","0"
"2022/2023","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","13401","","","","0"
"2023/2024","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427332","11.5","13669","","","","0"
"2006/2007","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","14288","","","","0"
"2007/2008","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","6443","","","","0"
"2008/2009","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","9199","","","","0"
"2009/2010","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","8467","","","","0"
"2010/2011","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","12509","","","","0"
"2011/2012","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","11796","","","","0"
"2012/2013","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","11814","","","","0"
"2013/2014","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","11424","","","","0"
"2014/2015","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","10675","","","","0"
"2015/2016","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","11234","","","","0"
"2016/2017","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","10319","","","","0"
"2017/2018","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","11813","","","","0"
"2018/2019","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","12147","","","","0"
"2019/2020","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","13037","","","","0"
"2020/2021","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","15528","","","","0"
"2021/2022","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","16382","","","","0"
"2022/2023","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","18288","","","","0"
"2023/2024","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427333","11.6","18654","","","","0"
"2007/2008","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","19764","","","","0"
"2008/2009","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","24214","","","","0"
"2009/2010","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","18862","","","","0"
"2010/2011","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","21666","","","","0"
"2011/2012","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","19894","","","","0"
"2012/2013","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","25408","","","","0"
"2013/2014","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","21009","","","","0"
"2014/2015","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","21813","","","","0"
"2015/2016","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","21512","","","","0"
"2016/2017","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","18018","","","","0"
"2017/2018","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","18879","","","","0"
"2018/2019","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","18920","","","","0"
"2019/2020","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","18447","","","","0"
"2020/2021","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","18159","","","","0"
"2021/2022","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","19925","","","","0"
"2022/2023","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","18307","","","","0"
"2023/2024","British Columbia","2016A000259","Executive MBA","Current dollars","75","units","0","v62427334","11.7","18673","","","","0"
"2007/2008","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","17098","","","","0"
"2008/2009","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","21858","","","","0"
"2009/2010","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","12969","","","","0"
"2010/2011","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","12843","","","","0"
"2011/2012","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","21538","","","","0"
"2012/2013","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","19508","","","","0"
"2013/2014","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","21022","","","","0"
"2014/2015","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","22845","","","","0"
"2015/2016","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","25840","","","","0"
"2016/2017","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","27234","","","","0"
"2017/2018","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","26598","","","","0"
"2018/2019","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","26760","","","","0"
"2019/2020","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","27976","","","","0"
"2020/2021","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","28520","","","","0"
"2021/2022","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","29062","","","","0"
"2022/2023","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","36338","","","","0"
"2023/2024","British Columbia","2016A000259","Regular MBA","Current dollars","75","units","0","v62427335","11.8","37064","","","","0"
"2006/2007","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","3379","","","","0"
"2007/2008","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","3286","","","","0"
"2008/2009","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","3872","","","","0"
"2009/2010","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","8717","","","","0"
"2010/2011","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","9182","","","","0"
"2011/2012","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","9366","","","","0"
"2012/2013","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","9546","","","","0"
"2013/2014","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","9673","","","","0"
"2014/2015","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","9980","","","","0"
"2015/2016","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","11011","","","","0"
"2016/2017","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","10963","","","","0"
"2017/2018","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","11554","","","","0"
"2018/2019","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","11753","","","","0"
"2019/2020","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","11717","","","","0"
"2020/2021","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","11830","","","","0"
"2021/2022","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","11350","","","","0"
"2022/2023","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","11716","","","","0"
"2023/2024","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427336","11.9","11951","","","","0"
"2006/2007","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","3918","","","","0"
"2007/2008","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","4056","","","","0"
"2008/2009","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","4559","","","","0"
"2009/2010","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","6860","","","","0"
"2010/2011","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","7386","","","","0"
"2011/2012","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","7676","","","","0"
"2012/2013","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","8009","","","","0"
"2013/2014","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","9143","","","","0"
"2014/2015","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","9391","","","","0"
"2015/2016","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","9473","","","","0"
"2016/2017","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","13358","","","","0"
"2017/2018","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","13589","","","","0"
"2018/2019","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","13947","","","","0"
"2019/2020","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","14246","","","","0"
"2020/2021","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","14590","","","","0"
"2021/2022","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","14717","","","","0"
"2022/2023","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","16018","","","","0"
"2023/2024","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427320","11.10","16609","","","","0"
"2006/2007","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","4003","","","","0"
"2007/2008","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","3839","","","","0"
"2008/2009","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","4689","","","","0"
"2009/2010","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","8114","","","","0"
"2010/2011","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","8418","","","","0"
"2011/2012","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","8936","","","","0"
"2012/2013","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","9065","","","","0"
"2013/2014","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","9295","","","","0"
"2014/2015","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","9881","","","","0"
"2015/2016","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","14184","","","","0"
"2016/2017","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","15122","","","","0"
"2017/2018","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","15262","","","","0"
"2018/2019","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","15439","","","","0"
"2019/2020","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","16373","","","","0"
"2020/2021","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","16583","","","","0"
"2021/2022","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","16393","","","","0"
"2022/2023","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","18061","","","","0"
"2023/2024","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427321","11.11","18423","","","","0"
"2006/2007","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","4332","","","","0"
"2007/2008","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","4419","","","","0"
"2008/2009","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","4425","","","","0"
"2009/2010","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","4513","","","","0"
"2010/2011","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","4604","","","","0"
"2011/2012","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","4696","","","","0"
"2012/2013","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","4789","","","","0"
"2013/2014","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","4885","","","","0"
