Date;Location;Field_Of_Study;Value
2011/2012;New Brunswick;Visual and performing arts, and communications technologies;6247
2012/2013;New Brunswick;Visual and performing arts, and communications technologies;6272
2013/2014;New Brunswick;Visual and performing arts, and communications technologies;6485
2014/2015;New Brunswick;Visual and performing arts, and communications technologies;6692
2015/2016;New Brunswick;Visual and performing arts, and communications technologies;6624
2016/2017;New Brunswick;Visual and performing arts, and communications technologies;7004
2017/2018;New Brunswick;Visual and performing arts, and communications technologies;7202
2018/2019;New Brunswick;Visual and performing arts, and communications technologies;7470
2019/2020;New Brunswick;Visual and performing arts, and communications technologies;7919
2020/2021;New Brunswick;Visual and performing arts, and communications technologies;8060
2021/2022;New Brunswick;Visual and performing arts, and communications technologies;8430
2022/2023;New Brunswick;Visual and performing arts, and communications technologies;8667
2023/2024;New Brunswick;Visual and performing arts, and communications technologies;9099
2006/2007;New Brunswick;Humanities;5609
2007/2008;New Brunswick;Humanities;5739
2008/2009;New Brunswick;Humanities;5331
2009/2010;New Brunswick;Humanities;5324
2010/2011;New Brunswick;Humanities;5842
2011/2012;New Brunswick;Humanities;5524
2012/2013;New Brunswick;Humanities;5742
2013/2014;New Brunswick;Humanities;5913
2014/2015;New Brunswick;Humanities;6179
2015/2016;New Brunswick;Humanities;6319
2016/2017;New Brunswick;Humanities;6665
2017/2018;New Brunswick;Humanities;6927
2018/2019;New Brunswick;Humanities;7060
2019/2020;New Brunswick;Humanities;7266
2020/2021;New Brunswick;Humanities;7390
2021/2022;New Brunswick;Humanities;7622
2022/2023;New Brunswick;Humanities;8022
2023/2024;New Brunswick;Humanities;8294
2006/2007;New Brunswick;Social and behavioural sciences, and legal studies;5178
2007/2008;New Brunswick;Social and behavioural sciences, and legal studies;5333
2008/2009;New Brunswick;Social and behavioural sciences, and legal studies;5231
2009/2010;New Brunswick;Social and behavioural sciences, and legal studies;5329
2010/2011;New Brunswick;Social and behavioural sciences, and legal studies;5329
2011/2012;New Brunswick;Social and behavioural sciences, and legal studies;5528
2012/2013;New Brunswick;Social and behavioural sciences, and legal studies;5721
2013/2014;New Brunswick;Social and behavioural sciences, and legal studies;5891
2014/2015;New Brunswick;Social and behavioural sciences, and legal studies;6135
2015/2016;New Brunswick;Social and behavioural sciences, and legal studies;6268
2016/2017;New Brunswick;Social and behavioural sciences, and legal studies;6580
2017/2018;New Brunswick;Social and behavioural sciences, and legal studies;6807
2018/2019;New Brunswick;Social and behavioural sciences, and legal studies;6981
2019/2020;New Brunswick;Social and behavioural sciences, and legal studies;7335
2020/2021;New Brunswick;Social and behavioural sciences, and legal studies;7591
2021/2022;New Brunswick;Social and behavioural sciences, and legal studies;7850
2022/2023;New Brunswick;Social and behavioural sciences, and legal studies;8157
2023/2024;New Brunswick;Social and behavioural sciences, and legal studies;8537
2006/2007;New Brunswick;Law;7218
2007/2008;New Brunswick;Law;7821
2008/2009;New Brunswick;Law;7807
2009/2010;New Brunswick;Law;7844
2010/2011;New Brunswick;Law;7844
2011/2012;New Brunswick;Law;8043
2012/2013;New Brunswick;Law;8331
2013/2014;New Brunswick;Law;8376
2014/2015;New Brunswick;Law;8646
2015/2016;New Brunswick;Law;8693
2016/2017;New Brunswick;Law;8913
2017/2018;New Brunswick;Law;9168
2018/2019;New Brunswick;Law;9364
2019/2020;New Brunswick;Law;9854
2020/2021;New Brunswick;Law;10291
2021/2022;New Brunswick;Law;10975
2022/2023;New Brunswick;Law;11317
2023/2024;New Brunswick;Law;12025
2006/2007;New Brunswick;Business, management and public administration;5233
2007/2008;New Brunswick;Business, management and public administration;5350
2008/2009;New Brunswick;Business, management and public administration;5394
2009/2010;New Brunswick;Business, management and public administration;5398
2010/2011;New Brunswick;Business, management and public administration;5452
2011/2012;New Brunswick;Business, management and public administration;5700
2012/2013;New Brunswick;Business, management and public administration;5941
2013/2014;New Brunswick;Business, management and public administration;6109
2014/2015;New Brunswick;Business, management and public administration;6294
2015/2016;New Brunswick;Business, management and public administration;6315
2016/2017;New Brunswick;Business, management and public administration;6653
2017/2018;New Brunswick;Business, management and public administration;6855
2018/2019;New Brunswick;Business, management and public administration;7195
2019/2020;New Brunswick;Business, management and public administration;7823
2020/2021;New Brunswick;Business, management and public administration;7991
2021/2022;New Brunswick;Business, management and public administration;8125
2022/2023;New Brunswick;Business, management and public administration;8355
2023/2024;New Brunswick;Business, management and public administration;8797
2006/2007;New Brunswick;Physical and life sciences and technologies;5645
2007/2008;New Brunswick;Physical and life sciences and technologies;5804
2008/2009;New Brunswick;Physical and life sciences and technologies;5811
2009/2010;New Brunswick;Physical and life sciences and technologies;5836
2010/2011;New Brunswick;Physical and life sciences and technologies;5836
2011/2012;New Brunswick;Physical and life sciences and technologies;6036
2012/2013;New Brunswick;Physical and life sciences and technologies;6286
2013/2014;New Brunswick;Physical and life sciences and technologies;6425
2014/2015;New Brunswick;Physical and life sciences and technologies;6649
2015/2016;New Brunswick;Physical and life sciences and technologies;6622
2016/2017;New Brunswick;Physical and life sciences and technologies;6957
2017/2018;New Brunswick;Physical and life sciences and technologies;7107
2018/2019;New Brunswick;Physical and life sciences and technologies;7267
2019/2020;New Brunswick;Physical and life sciences and technologies;7610
2020/2021;New Brunswick;Physical and life sciences and technologies;7768
2021/2022;New Brunswick;Physical and life sciences and technologies;7986
2022/2023;New Brunswick;Physical and life sciences and technologies;8258
2023/2024;New Brunswick;Physical and life sciences and technologies;8588
2006/2007;New Brunswick;Mathematics, computer and information sciences;5365
2007/2008;New Brunswick;Mathematics, computer and information sciences;5457
2008/2009;New Brunswick;Mathematics, computer and information sciences;5501
2009/2010;New Brunswick;Mathematics, computer and information sciences;5502
2010/2011;New Brunswick;Mathematics, computer and information sciences;5502
2011/2012;New Brunswick;Mathematics, computer and information sciences;5701
2012/2013;New Brunswick;Mathematics, computer and information sciences;5887
2013/2014;New Brunswick;Mathematics, computer and information sciences;6073
2014/2015;New Brunswick;Mathematics, computer and information sciences;6255
2015/2016;New Brunswick;Mathematics, computer and information sciences;6265
2016/2017;New Brunswick;Mathematics, computer and information sciences;6550
2017/2018;New Brunswick;Mathematics, computer and information sciences;6689
2018/2019;New Brunswick;Mathematics, computer and information sciences;6867
2019/2020;New Brunswick;Mathematics, computer and information sciences;7525
2020/2021;New Brunswick;Mathematics, computer and information sciences;7338
2021/2022;New Brunswick;Mathematics, computer and information sciences;7675
2022/2023;New Brunswick;Mathematics, computer and information sciences;7958
2023/2024;New Brunswick;Mathematics, computer and information sciences;8260
2006/2007;New Brunswick;Engineering;5804
2007/2008;New Brunswick;Engineering;6183
2008/2009;New Brunswick;Engineering;6161
2009/2010;New Brunswick;Engineering;6190
2010/2011;New Brunswick;Engineering;6190
2011/2012;New Brunswick;Engineering;6389
2012/2013;New Brunswick;Engineering;6540
2013/2014;New Brunswick;Engineering;6698
2014/2015;New Brunswick;Engineering;6472
2015/2016;New Brunswick;Engineering;6697
2016/2017;New Brunswick;Engineering;7228
2017/2018;New Brunswick;Engineering;7368
2018/2019;New Brunswick;Engineering;7574
2019/2020;New Brunswick;Engineering;8348
2020/2021;New Brunswick;Engineering;8575
2021/2022;New Brunswick;Engineering;9102
2022/2023;New Brunswick;Engineering;9333
2023/2024;New Brunswick;Engineering;9745
2006/2007;New Brunswick;Agriculture, natural resources and conservation;4735
2007/2008;New Brunswick;Agriculture, natural resources and conservation;5612
2008/2009;New Brunswick;Agriculture, natural resources and conservation;4920
2009/2010;New Brunswick;Agriculture, natural resources and conservation;5346
2010/2011;New Brunswick;Agriculture, natural resources and conservation;5346
2011/2012;New Brunswick;Agriculture, natural resources and conservation;5545
2012/2013;New Brunswick;Agriculture, natural resources and conservation;6094
2013/2014;New Brunswick;Agriculture, natural resources and conservation;6296
2014/2015;New Brunswick;Agriculture, natural resources and conservation;6463
2015/2016;New Brunswick;Agriculture, natural resources and conservation;6456
2016/2017;New Brunswick;Agriculture, natural resources and conservation;6712
2017/2018;New Brunswick;Agriculture, natural resources and conservation;6709
2018/2019;New Brunswick;Agriculture, natural resources and conservation;6798
2019/2020;New Brunswick;Agriculture, natural resources and conservation;7233
2020/2021;New Brunswick;Agriculture, natural resources and conservation;7288
2021/2022;New Brunswick;Agriculture, natural resources and conservation;7531
2022/2023;New Brunswick;Agriculture, natural resources and conservation;7924
2023/2024;New Brunswick;Agriculture, natural resources and conservation;8273
2007/2008;New Brunswick;Nursing;5211
2008/2009;New Brunswick;Nursing;5255
2009/2010;New Brunswick;Nursing;5268
2010/2011;New Brunswick;Nursing;5268
2011/2012;New Brunswick;Nursing;5466
2012/2013;New Brunswick;Nursing;5654
2013/2014;New Brunswick;Nursing;5805
2014/2015;New Brunswick;Nursing;5980
2015/2016;New Brunswick;Nursing;5969
2016/2017;New Brunswick;Nursing;6200
2017/2018;New Brunswick;Nursing;6300
2018/2019;New Brunswick;Nursing;6459
2019/2020;New Brunswick;Nursing;7299
2020/2021;New Brunswick;Nursing;7536
2021/2022;New Brunswick;Nursing;7795
2022/2023;New Brunswick;Nursing;8033
2023/2024;New Brunswick;Nursing;8541
2006/2007;New Brunswick;Other health, parks, recreation and fitness;5421
2007/2008;New Brunswick;Other health, parks, recreation and fitness;5163
2008/2009;New Brunswick;Other health, parks, recreation and fitness;5155
2009/2010;New Brunswick;Other health, parks, recreation and fitness;5198
2010/2011;New Brunswick;Other health, parks, recreation and fitness;5198
2011/2012;New Brunswick;Other health, parks, recreation and fitness;5397
2012/2013;New Brunswick;Other health, parks, recreation and fitness;5581
2013/2014;New Brunswick;Other health, parks, recreation and fitness;5733
2014/2015;New Brunswick;Other health, parks, recreation and fitness;5938
2015/2016;New Brunswick;Other health, parks, recreation and fitness;5937
2016/2017;New Brunswick;Other health, parks, recreation and fitness;6123
2017/2018;New Brunswick;Other health, parks, recreation and fitness;6244
2018/2019;New Brunswick;Other health, parks, recreation and fitness;6371
2019/2020;New Brunswick;Other health, parks, recreation and fitness;6875
2020/2021;New Brunswick;Other health, parks, recreation and fitness;6886
2021/2022;New Brunswick;Other health, parks, recreation and fitness;7150
2022/2023;New Brunswick;Other health, parks, recreation and fitness;7645
2023/2024;New Brunswick;Other health, parks, recreation and fitness;8053
2022/2023;New Brunswick;Personal, protective and transportation services;9725
2023/2024;New Brunswick;Personal, protective and transportation services;10015
2006/2007;Quebec;Total, field of study;1932
2007/2008;Quebec;Total, field of study;2056
2008/2009;Quebec;Total, field of study;2180
2009/2010;Quebec;Total, field of study;2309
2010/2011;Quebec;Total, field of study;2411
2011/2012;Quebec;Total, field of study;2520
2012/2013;Quebec;Total, field of study;2565
2013/2014;Quebec;Total, field of study;2657
2014/2015;Quebec;Total, field of study;2740
2015/2016;Quebec;Total, field of study;2797
2016/2017;Quebec;Total, field of study;2817
2017/2018;Quebec;Total, field of study;2880
2018/2019;Quebec;Total, field of study;2956
2019/2020;Quebec;Total, field of study;3060
2020/2021;Quebec;Total, field of study;3152
2021/2022;Quebec;Total, field of study;3272
2022/2023;Quebec;Total, field of study;3360
2023/2024;Quebec;Total, field of study;3461
2006/2007;Quebec;Education;1763
2007/2008;Quebec;Education;1879
2008/2009;Quebec;Education;1984
2009/2010;Quebec;Education;2082
2010/2011;Quebec;Education;2184
2011/2012;Quebec;Education;2287
2012/2013;Quebec;Education;2303
2013/2014;Quebec;Education;2374
2014/2015;Quebec;Education;2410
2015/2016;Quebec;Education;2435
2016/2017;Quebec;Education;2454
2017/2018;Quebec;Education;2509
2018/2019;Quebec;Education;2556
2019/2020;Quebec;Education;2642
2020/2021;Quebec;Education;2731
2021/2022;Quebec;Education;2855
2022/2023;Quebec;Education;2944
2023/2024;Quebec;Education;3032
2006/2007;Quebec;Visual and performing arts, and communications technologies;2131
2007/2008;Quebec;Visual and performing arts, and communications technologies;2254
2008/2009;Quebec;Visual and performing arts, and communications technologies;2407
2009/2010;Quebec;Visual and performing arts, and communications technologies;2586
2010/2011;Quebec;Visual and performing arts, and communications technologies;2698
2011/2012;Quebec;Visual and performing arts, and communications technologies;2811
2012/2013;Quebec;Visual and performing arts, and communications technologies;2807
2013/2014;Quebec;Visual and performing arts, and communications technologies;2921
2014/2015;Quebec;Visual and performing arts, and communications technologies;2945
2015/2016;Quebec;Visual and performing arts, and communications technologies;3069
2016/2017;Quebec;Visual and performing arts, and communications technologies;3218
2017/2018;Quebec;Visual and performing arts, and communications technologies;3226
2018/2019;Quebec;Visual and performing arts, and communications technologies;2959
2019/2020;Quebec;Visual and performing arts, and communications technologies;3049
2020/2021;Quebec;Visual and performing arts, and communications technologies;3124
2021/2022;Quebec;Visual and performing arts, and communications technologies;3269
2022/2023;Quebec;Visual and performing arts, and communications technologies;3352
2023/2024;Quebec;Visual and performing arts, and communications technologies;3452
2006/2007;Quebec;Humanities;2404
2007/2008;Quebec;Humanities;2255
2008/2009;Quebec;Humanities;2455
2009/2010;Quebec;Humanities;2616
2010/2011;Quebec;Humanities;2728
2011/2012;Quebec;Humanities;2843
2012/2013;Quebec;Humanities;3229
2013/2014;Quebec;Humanities;3320
2014/2015;Quebec;Humanities;3478
2015/2016;Quebec;Humanities;3583
2016/2017;Quebec;Humanities;3680
2017/2018;Quebec;Humanities;3774
2018/2019;Quebec;Humanities;3948
2019/2020;Quebec;Humanities;4112
2020/2021;Quebec;Humanities;4219
2021/2022;Quebec;Humanities;4367
2022/2023;Quebec;Humanities;4604
2023/2024;Quebec;Humanities;4742
2006/2007;Quebec;Social and behavioural sciences, and legal studies;2028
2007/2008;Quebec;Social and behavioural sciences, and legal studies;2195
2008/2009;Quebec;Social and behavioural sciences, and legal studies;2257
2009/2010;Quebec;Social and behavioural sciences, and legal studies;2410
2010/2011;Quebec;Social and behavioural sciences, and legal studies;2518
2011/2012;Quebec;Social and behavioural sciences, and legal studies;2629
2012/2013;Quebec;Social and behavioural sciences, and legal studies;2627
2013/2014;Quebec;Social and behavioural sciences, and legal studies;2735
2014/2015;Quebec;Social and behavioural sciences, and legal studies;2836
2015/2016;Quebec;Social and behavioural sciences, and legal studies;2883
2016/2017;Quebec;Social and behavioural sciences, and legal studies;2895
2017/2018;Quebec;Social and behavioural sciences, and legal studies;2970
2018/2019;Quebec;Social and behavioural sciences, and legal studies;3020
2019/2020;Quebec;Social and behavioural sciences, and legal studies;3129
2020/2021;Quebec;Social and behavioural sciences, and legal studies;3248
2021/2022;Quebec;Social and behavioural sciences, and legal studies;3366
2022/2023;Quebec;Social and behavioural sciences, and legal studies;3432
2023/2024;Quebec;Social and behavioural sciences, and legal studies;3535
2006/2007;Quebec;Law;1997
2007/2008;Quebec;Law;2028
2008/2009;Quebec;Law;2156
2009/2010;Quebec;Law;2254
2010/2011;Quebec;Law;2330
2011/2012;Quebec;Law;2435
2012/2013;Quebec;Law;2436
2013/2014;Quebec;Law;2518
2014/2015;Quebec;Law;2593
2015/2016;Quebec;Law;2716
2016/2017;Quebec;Law;2842
2017/2018;Quebec;Law;2803
2018/2019;Quebec;Law;2837
2019/2020;Quebec;Law;2926
2020/2021;Quebec;Law;3027
2021/2022;Quebec;Law;3171
2022/2023;Quebec;Law;3231
2023/2024;Quebec;Law;3328
2006/2007;Quebec;Business, management and public administration;1739
2007/2008;Quebec;Business, management and public administration;2006
2008/2009;Quebec;Business, management and public administration;2153
2009/2010;Quebec;Business, management and public administration;2206
2010/2011;Quebec;Business, management and public administration;2308
2011/2012;Quebec;Business, management and public administration;2411
2012/2013;Quebec;Business, management and public administration;2404
2013/2014;Quebec;Business, management and public administration;2492
2014/2015;Quebec;Business, management and public administration;2641
2015/2016;Quebec;Business, management and public administration;2677
2016/2017;Quebec;Business, management and public administration;2662
2017/2018;Quebec;Business, management and public administration;2716
2018/2019;Quebec;Business, management and public administration;2924
2019/2020;Quebec;Business, management and public administration;3039
2020/2021;Quebec;Business, management and public administration;3127
2021/2022;Quebec;Business, management and public administration;3247
2022/2023;Quebec;Business, management and public administration;3355
2023/2024;Quebec;Business, management and public administration;3455
2006/2007;Quebec;Physical and life sciences and technologies;2033
2007/2008;Quebec;Physical and life sciences and technologies;2182
2008/2009;Quebec;Physical and life sciences and technologies;2270
2009/2010;Quebec;Physical and life sciences and technologies;2399
2010/2011;Quebec;Physical and life sciences and technologies;2462
2011/2012;Quebec;Physical and life sciences and technologies;2615
2012/2013;Quebec;Physical and life sciences and technologies;2706
2013/2014;Quebec;Physical and life sciences and technologies;2843
2014/2015;Quebec;Physical and life sciences and technologies;2975
2015/2016;Quebec;Physical and life sciences and technologies;3055
2016/2017;Quebec;Physical and life sciences and technologies;3052
2017/2018;Quebec;Physical and life sciences and technologies;3114
2018/2019;Quebec;Physical and life sciences and technologies;3237
2019/2020;Quebec;Physical and life sciences and technologies;3379
2020/2021;Quebec;Physical and life sciences and technologies;3429
2021/2022;Quebec;Physical and life sciences and technologies;3558
2022/2023;Quebec;Physical and life sciences and technologies;3581
2023/2024;Quebec;Physical and life sciences and technologies;3689
2006/2007;Quebec;Mathematics, computer and information sciences;1820
2007/2008;Quebec;Mathematics, computer and information sciences;1959
2008/2009;Quebec;Mathematics, computer and information sciences;2066
2009/2010;Quebec;Mathematics, computer and information sciences;2179
2010/2011;Quebec;Mathematics, computer and information sciences;2263
2011/2012;Quebec;Mathematics, computer and information sciences;2385
2012/2013;Quebec;Mathematics, computer and information sciences;2404
2013/2014;Quebec;Mathematics, computer and information sciences;2501
2014/2015;Quebec;Mathematics, computer and information sciences;2646
2015/2016;Quebec;Mathematics, computer and information sciences;2781
2016/2017;Quebec;Mathematics, computer and information sciences;2866
2017/2018;Quebec;Mathematics, computer and information sciences;2974
2018/2019;Quebec;Mathematics, computer and information sciences;3057
2019/2020;Quebec;Mathematics, computer and information sciences;3187
2020/2021;Quebec;Mathematics, computer and information sciences;3288
2021/2022;Quebec;Mathematics, computer and information sciences;3431
2022/2023;Quebec;Mathematics, computer and information sciences;3539
2023/2024;Quebec;Mathematics, computer and information sciences;3645
2006/2007;Quebec;Engineering;1717
2007/2008;Quebec;Engineering;1828
2008/2009;Quebec;Engineering;1948
2009/2010;Quebec;Engineering;2231
2010/2011;Quebec;Engineering;2336
2011/2012;Quebec;Engineering;2440
2012/2013;Quebec;Engineering;2450
2013/2014;Quebec;Engineering;2540
2014/2015;Quebec;Engineering;2638
2015/2016;Quebec;Engineering;2702
2016/2017;Quebec;Engineering;2755
2017/2018;Quebec;Engineering;2807
2018/2019;Quebec;Engineering;2882
2019/2020;Quebec;Engineering;2965
2020/2021;Quebec;Engineering;3049
2021/2022;Quebec;Engineering;3186
2022/2023;Quebec;Engineering;3305
2023/2024;Quebec;Engineering;3404
2006/2007;Quebec;Architecture;1838
2007/2008;Quebec;Architecture;1925
2008/2009;Quebec;Architecture;2166
2009/2010;Quebec;Architecture;2361
2010/2011;Quebec;Architecture;2469
2011/2012;Quebec;Architecture;2580
2012/2013;Quebec;Architecture;2541
2013/2014;Quebec;Architecture;2643
2014/2015;Quebec;Architecture;2683
2015/2016;Quebec;Architecture;2787
2016/2017;Quebec;Architecture;2840
2017/2018;Quebec;Architecture;2712
2018/2019;Quebec;Architecture;2741
2019/2020;Quebec;Architecture;2780
2020/2021;Quebec;Architecture;2861
2021/2022;Quebec;Architecture;2945
2022/2023;Quebec;Architecture;3030
2023/2024;Quebec;Architecture;3121
2006/2007;Quebec;Agriculture, natural resources and conservation;1986
2007/2008;Quebec;Agriculture, natural resources and conservation;2096
2008/2009;Quebec;Agriculture, natural resources and conservation;2255
2009/2010;Quebec;Agriculture, natural resources and conservation;2424
2010/2011;Quebec;Agriculture, natural resources and conservation;2533
2011/2012;Quebec;Agriculture, natural resources and conservation;2644
2012/2013;Quebec;Agriculture, natural resources and conservation;2775
2013/2014;Quebec;Agriculture, natural resources and conservation;2874
2014/2015;Quebec;Agriculture, natural resources and conservation;2950
2015/2016;Quebec;Agriculture, natural resources and conservation;2990
2016/2017;Quebec;Agriculture, natural resources and conservation;2708
2017/2018;Quebec;Agriculture, natural resources and conservation;2763
2018/2019;Quebec;Agriculture, natural resources and conservation;2911
2019/2020;Quebec;Agriculture, natural resources and conservation;2981
2020/2021;Quebec;Agriculture, natural resources and conservation;3035
2021/2022;Quebec;Agriculture, natural resources and conservation;3142
2022/2023;Quebec;Agriculture, natural resources and conservation;3236
2023/2024;Quebec;Agriculture, natural resources and conservation;3334
2007/2008;Quebec;Dentistry;2735
2008/2009;Quebec;Dentistry;2968
2009/2010;Quebec;Dentistry;2986
2010/2011;Quebec;Dentistry;3112
2011/2012;Quebec;Dentistry;3185
2012/2013;Quebec;Dentistry;3064
2013/2014;Quebec;Dentistry;3117
2014/2015;Quebec;Dentistry;3235
2015/2016;Quebec;Dentistry;3345
2016/2017;Quebec;Dentistry;3596
2017/2018;Quebec;Dentistry;3851
2018/2019;Quebec;Dentistry;3841
2019/2020;Quebec;Dentistry;3946
2020/2021;Quebec;Dentistry;3932
2021/2022;Quebec;Dentistry;4021
2022/2023;Quebec;Dentistry;4051
2023/2024;Quebec;Dentistry;4173
2006/2007;Quebec;Medicine;2523
2007/2008;Quebec;Medicine;2203
2008/2009;Quebec;Medicine;2362
2009/2010;Quebec;Medicine;2501
2010/2011;Quebec;Medicine;2613
2011/2012;Quebec;Medicine;2717
2012/2013;Quebec;Medicine;2762
2013/2014;Quebec;Medicine;2813
2014/2015;Quebec;Medicine;2873
2015/2016;Quebec;Medicine;2936
2016/2017;Quebec;Medicine;2675
2017/2018;Quebec;Medicine;3175
2018/2019;Quebec;Medicine;3304
2019/2020;Quebec;Medicine;3428
2020/2021;Quebec;Medicine;3536
2021/2022;Quebec;Medicine;3674
2022/2023;Quebec;Medicine;3733
2023/2024;Quebec;Medicine;3845
2007/2008;Quebec;Nursing;1822
2008/2009;Quebec;Nursing;1936
2009/2010;Quebec;Nursing;2081
2010/2011;Quebec;Nursing;2183
2011/2012;Quebec;Nursing;2285
2012/2013;Quebec;Nursing;2309
2013/2014;Quebec;Nursing;2367
2014/2015;Quebec;Nursing;2424
2015/2016;Quebec;Nursing;2504
2016/2017;Quebec;Nursing;2548
2017/2018;Quebec;Nursing;2602
2018/2019;Quebec;Nursing;2658
2019/2020;Quebec;Nursing;2725
2020/2021;Quebec;Nursing;2808
2021/2022;Quebec;Nursing;2885
2022/2023;Quebec;Nursing;2927
2023/2024;Quebec;Nursing;3015
2007/2008;Quebec;Pharmacy;1903
2008/2009;Quebec;Pharmacy;1984
2009/2010;Quebec;Pharmacy;2079
2010/2011;Quebec;Pharmacy;2181
2011/2012;Quebec;Pharmacy;2283
2012/2013;Quebec;Pharmacy;2278
2013/2014;Quebec;Pharmacy;2336
2014/2015;Quebec;Pharmacy;2379
2015/2016;Quebec;Pharmacy;2453
2016/2017;Quebec;Pharmacy;2489
2017/2018;Quebec;Pharmacy;2550
2018/2019;Quebec;Pharmacy;2625
2019/2020;Quebec;Pharmacy;2665
2020/2021;Quebec;Pharmacy;2732
2021/2022;Quebec;Pharmacy;2841
2022/2023;Quebec;Pharmacy;2905
2023/2024;Quebec;Pharmacy;2992
2007/2008;Quebec;Veterinary medicine;1905
2008/2009;Quebec;Veterinary medicine;1977
2009/2010;Quebec;Veterinary medicine;2062
2010/2011;Quebec;Veterinary medicine;2164
2011/2012;Quebec;Veterinary medicine;2266
2012/2013;Quebec;Veterinary medicine;2249
2013/2014;Quebec;Veterinary medicine;2300
2014/2015;Quebec;Veterinary medicine;2345
2015/2016;Quebec;Veterinary medicine;2419
2016/2017;Quebec;Veterinary medicine;2481
2017/2018;Quebec;Veterinary medicine;2559
2018/2019;Quebec;Veterinary medicine;2625
2019/2020;Quebec;Veterinary medicine;2741
2020/2021;Quebec;Veterinary medicine;2747
2021/2022;Quebec;Veterinary medicine;2855
2022/2023;Quebec;Veterinary medicine;2927
2023/2024;Quebec;Veterinary medicine;3014
2018/2019;Quebec;Optometry;3053
2019/2020;Quebec;Optometry;3114
2020/2021;Quebec;Optometry;3202
2021/2022;Quebec;Optometry;3192
2022/2023;Quebec;Optometry;3221
2023/2024;Quebec;Optometry;3318
2006/2007;Quebec;Other health, parks, recreation and fitness;1903
2007/2008;Quebec;Other health, parks, recreation and fitness;2201
2008/2009;Quebec;Other health, parks, recreation and fitness;2343
2009/2010;Quebec;Other health, parks, recreation and fitness;2444
2010/2011;Quebec;Other health, parks, recreation and fitness;2553
2011/2012;Quebec;Other health, parks, recreation and fitness;2668
2012/2013;Quebec;Other health, parks, recreation and fitness;2618
2013/2014;Quebec;Other health, parks, recreation and fitness;2725
2014/2015;Quebec;Other health, parks, recreation and fitness;2808
2015/2016;Quebec;Other health, parks, recreation and fitness;2876
2016/2017;Quebec;Other health, parks, recreation and fitness;2883
2017/2018;Quebec;Other health, parks, recreation and fitness;2908
2018/2019;Quebec;Other health, parks, recreation and fitness;2946
2019/2020;Quebec;Other health, parks, recreation and fitness;3029
2020/2021;Quebec;Other health, parks, recreation and fitness;3160
2021/2022;Quebec;Other health, parks, recreation and fitness;3273
2022/2023;Quebec;Other health, parks, recreation and fitness;3321
2023/2024;Quebec;Other health, parks, recreation and fitness;3421
2016/2017;Quebec;Personal, protective and transportation services;2340
2017/2018;Quebec;Personal, protective and transportation services;2416
2018/2019;Quebec;Personal, protective and transportation services;2456
2019/2020;Quebec;Personal, protective and transportation services;2544
2020/2021;Quebec;Personal, protective and transportation services;2700
2021/2022;Quebec;Personal, protective and transportation services;2865
2022/2023;Quebec;Personal, protective and transportation services;2952
2023/2024;Quebec;Personal, protective and transportation services;3041
2006/2007;Ontario;Total, field of study;5155
2007/2008;Ontario;Total, field of study;5388
2008/2009;Ontario;Total, field of study;5667
2009/2010;Ontario;Total, field of study;5979
2010/2011;Ontario;Total, field of study;6316
2011/2012;Ontario;Total, field of study;6815
2012/2013;Ontario;Total, field of study;6975
2013/2014;Ontario;Total, field of study;7257
2014/2015;Ontario;Total, field of study;7562
2015/2016;Ontario;Total, field of study;7865
2016/2017;Ontario;Total, field of study;8154
2017/2018;Ontario;Total, field of study;8519
2018/2019;Ontario;Total, field of study;8793
2019/2020;Ontario;Total, field of study;7931
2020/2021;Ontario;Total, field of study;7938
2021/2022;Ontario;Total, field of study;7850
2022/2023;Ontario;Total, field of study;7997
2023/2024;Ontario;Total, field of study;8190
2006/2007;Ontario;Education;4550
2007/2008;Ontario;Education;4936
2008/2009;Ontario;Education;5130
2009/2010;Ontario;Education;5273
2010/2011;Ontario;Education;5533
2011/2012;Ontario;Education;5655
2012/2013;Ontario;Education;6096
2013/2014;Ontario;Education;6278
2014/2015;Ontario;Education;6481
2015/2016;Ontario;Education;6658
2016/2017;Ontario;Education;6695
2017/2018;Ontario;Education;6826
2018/2019;Ontario;Education;7006
2019/2020;Ontario;Education;6311
2020/2021;Ontario;Education;6265
2021/2022;Ontario;Education;6268
2022/2023;Ontario;Education;6334
2023/2024;Ontario;Education;6452
2006/2007;Ontario;Visual and performing arts, and communications technologies;4674
2007/2008;Ontario;Visual and performing arts, and communications technologies;4896
2008/2009;Ontario;Visual and performing arts, and communications technologies;5180
2009/2010;Ontario;Visual and performing arts, and communications technologies;5401
2010/2011;Ontario;Visual and performing arts, and communications technologies;5689
2011/2012;Ontario;Visual and performing arts, and communications technologies;5594
2012/2013;Ontario;Visual and performing arts, and communications technologies;6032
2013/2014;Ontario;Visual and performing arts, and communications technologies;6216
2014/2015;Ontario;Visual and performing arts, and communications technologies;6276
2015/2016;Ontario;Visual and performing arts, and communications technologies;6529
2016/2017;Ontario;Visual and performing arts, and communications technologies;6771
2017/2018;Ontario;Visual and performing arts, and communications technologies;6997
2018/2019;Ontario;Visual and performing arts, and communications technologies;7234
2019/2020;Ontario;Visual and performing arts, and communications technologies;6522
2020/2021;Ontario;Visual and performing arts, and communications technologies;6493
2021/2022;Ontario;Visual and performing arts, and communications technologies;6578
2022/2023;Ontario;Visual and performing arts, and communications technologies;6651
