Date;Location;Field_Of_Study;Value
2008/2009;Alberta;Pharmacy;4900
2009/2010;Alberta;Pharmacy;5101
2010/2011;Alberta;Pharmacy;5177
2011/2012;Alberta;Pharmacy;8582
2012/2013;Alberta;Pharmacy;9889
2013/2014;Alberta;Pharmacy;9889
2014/2015;Alberta;Pharmacy;9987
2015/2016;Alberta;Pharmacy;9987
2016/2017;Alberta;Pharmacy;9987
2017/2018;Alberta;Pharmacy;9987
2018/2019;Alberta;Pharmacy;10611
2019/2020;Alberta;Pharmacy;10611
2020/2021;Alberta;Pharmacy;11352
2021/2022;Alberta;Pharmacy;12146
2022/2023;Alberta;Pharmacy;16461
2023/2024;Alberta;Pharmacy;17363
2009/2010;Alberta;Veterinary medicine;10410
2010/2011;Alberta;Veterinary medicine;10566
2011/2012;Alberta;Veterinary medicine;10603
2012/2013;Alberta;Veterinary medicine;10756
2013/2014;Alberta;Veterinary medicine;10756
2014/2015;Alberta;Veterinary medicine;10864
2015/2016;Alberta;Veterinary medicine;10864
2016/2017;Alberta;Veterinary medicine;10864
2017/2018;Alberta;Veterinary medicine;10864
2018/2019;Alberta;Veterinary medicine;10864
2019/2020;Alberta;Veterinary medicine;10864
2020/2021;Alberta;Veterinary medicine;11625
2021/2022;Alberta;Veterinary medicine;12438
2022/2023;Alberta;Veterinary medicine;13309
2023/2024;Alberta;Veterinary medicine;14041
2006/2007;Alberta;Other health, parks, recreation and fitness;4562
2007/2008;Alberta;Other health, parks, recreation and fitness;7603
2008/2009;Alberta;Other health, parks, recreation and fitness;7185
2009/2010;Alberta;Other health, parks, recreation and fitness;5034
2010/2011;Alberta;Other health, parks, recreation and fitness;5109
2011/2012;Alberta;Other health, parks, recreation and fitness;5126
2012/2013;Alberta;Other health, parks, recreation and fitness;5087
2013/2014;Alberta;Other health, parks, recreation and fitness;5208
2014/2015;Alberta;Other health, parks, recreation and fitness;5199
2015/2016;Alberta;Other health, parks, recreation and fitness;5187
2016/2017;Alberta;Other health, parks, recreation and fitness;5165
2017/2018;Alberta;Other health, parks, recreation and fitness;5161
2018/2019;Alberta;Other health, parks, recreation and fitness;5160
2019/2020;Alberta;Other health, parks, recreation and fitness;5210
2020/2021;Alberta;Other health, parks, recreation and fitness;5574
2021/2022;Alberta;Other health, parks, recreation and fitness;5956
2022/2023;Alberta;Other health, parks, recreation and fitness;6364
2023/2024;Alberta;Other health, parks, recreation and fitness;6708
2016/2017;Alberta;Personal, protective and transportation services;4942
2017/2018;Alberta;Personal, protective and transportation services;4523
2018/2019;Alberta;Personal, protective and transportation services;4523
2019/2020;Alberta;Personal, protective and transportation services;4744
2020/2021;Alberta;Personal, protective and transportation services;5120
2021/2022;Alberta;Personal, protective and transportation services;5509
2022/2023;Alberta;Personal, protective and transportation services;6051
2023/2024;Alberta;Personal, protective and transportation services;7171
2006/2007;British Columbia;Total, field of study;4740
2007/2008;British Columbia;Total, field of study;4922
2008/2009;British Columbia;Total, field of study;4746
2009/2010;British Columbia;Total, field of study;4706
2010/2011;British Columbia;Total, field of study;4758
2011/2012;British Columbia;Total, field of study;4919
2012/2013;British Columbia;Total, field of study;4931
2013/2014;British Columbia;Total, field of study;5018
2014/2015;British Columbia;Total, field of study;5201
2015/2016;British Columbia;Total, field of study;5397
2016/2017;British Columbia;Total, field of study;5523
2017/2018;British Columbia;Total, field of study;5669
2018/2019;British Columbia;Total, field of study;5806
2019/2020;British Columbia;Total, field of study;5936
2020/2021;British Columbia;Total, field of study;5990
2021/2022;British Columbia;Total, field of study;6134
2022/2023;British Columbia;Total, field of study;6258
2023/2024;British Columbia;Total, field of study;6383
2006/2007;British Columbia;Education;4556
2007/2008;British Columbia;Education;4678
2008/2009;British Columbia;Education;4512
2009/2010;British Columbia;Education;4437
2010/2011;British Columbia;Education;4467
2011/2012;British Columbia;Education;4610
2012/2013;British Columbia;Education;4636
2013/2014;British Columbia;Education;4739
2014/2015;British Columbia;Education;4891
2015/2016;British Columbia;Education;5050
2016/2017;British Columbia;Education;5229
2017/2018;British Columbia;Education;5211
2018/2019;British Columbia;Education;5283
2019/2020;British Columbia;Education;5348
2020/2021;British Columbia;Education;5442
2021/2022;British Columbia;Education;5576
2022/2023;British Columbia;Education;5673
2023/2024;British Columbia;Education;5786
2006/2007;British Columbia;Visual and performing arts, and communications technologies;4647
2007/2008;British Columbia;Visual and performing arts, and communications technologies;4717
2008/2009;British Columbia;Visual and performing arts, and communications technologies;4508
2009/2010;British Columbia;Visual and performing arts, and communications technologies;4521
2010/2011;British Columbia;Visual and performing arts, and communications technologies;4446
2011/2012;British Columbia;Visual and performing arts, and communications technologies;4215
2012/2013;British Columbia;Visual and performing arts, and communications technologies;4307
2013/2014;British Columbia;Visual and performing arts, and communications technologies;4400
2014/2015;British Columbia;Visual and performing arts, and communications technologies;4403
2015/2016;British Columbia;Visual and performing arts, and communications technologies;4624
2016/2017;British Columbia;Visual and performing arts, and communications technologies;5309
2017/2018;British Columbia;Visual and performing arts, and communications technologies;5558
2018/2019;British Columbia;Visual and performing arts, and communications technologies;5770
2019/2020;British Columbia;Visual and performing arts, and communications technologies;5927
2020/2021;British Columbia;Visual and performing arts, and communications technologies;6064
2021/2022;British Columbia;Visual and performing arts, and communications technologies;6284
2022/2023;British Columbia;Visual and performing arts, and communications technologies;6514
2023/2024;British Columbia;Visual and performing arts, and communications technologies;6644
2006/2007;British Columbia;Humanities;4675
2007/2008;British Columbia;Humanities;4816
2008/2009;British Columbia;Humanities;4470
2009/2010;British Columbia;Humanities;4380
2010/2011;British Columbia;Humanities;4372
2011/2012;British Columbia;Humanities;4530
2012/2013;British Columbia;Humanities;4509
2013/2014;British Columbia;Humanities;4577
2014/2015;British Columbia;Humanities;4695
2015/2016;British Columbia;Humanities;4791
2016/2017;British Columbia;Humanities;4836
2017/2018;British Columbia;Humanities;4972
2018/2019;British Columbia;Humanities;5077
2019/2020;British Columbia;Humanities;5164
2020/2021;British Columbia;Humanities;5258
2021/2022;British Columbia;Humanities;5364
2022/2023;British Columbia;Humanities;5468
2023/2024;British Columbia;Humanities;5577
2006/2007;British Columbia;Social and behavioural sciences, and legal studies;4702
2007/2008;British Columbia;Social and behavioural sciences, and legal studies;4808
2008/2009;British Columbia;Social and behavioural sciences, and legal studies;4502
2009/2010;British Columbia;Social and behavioural sciences, and legal studies;4554
2010/2011;British Columbia;Social and behavioural sciences, and legal studies;4605
2011/2012;British Columbia;Social and behavioural sciences, and legal studies;4726
2012/2013;British Columbia;Social and behavioural sciences, and legal studies;4785
2013/2014;British Columbia;Social and behavioural sciences, and legal studies;4847
2014/2015;British Columbia;Social and behavioural sciences, and legal studies;4952
2015/2016;British Columbia;Social and behavioural sciences, and legal studies;4975
2016/2017;British Columbia;Social and behavioural sciences, and legal studies;5050
2017/2018;British Columbia;Social and behavioural sciences, and legal studies;5161
2018/2019;British Columbia;Social and behavioural sciences, and legal studies;5267
2019/2020;British Columbia;Social and behavioural sciences, and legal studies;5389
2020/2021;British Columbia;Social and behavioural sciences, and legal studies;5483
2021/2022;British Columbia;Social and behavioural sciences, and legal studies;5605
2022/2023;British Columbia;Social and behavioural sciences, and legal studies;5704
2023/2024;British Columbia;Social and behavioural sciences, and legal studies;5818
2006/2007;British Columbia;Law;7437
2007/2008;British Columbia;Law;7592
2008/2009;British Columbia;Law;9104
2009/2010;British Columbia;Law;9193
2010/2011;British Columbia;Law;9376
2011/2012;British Columbia;Law;9564
2012/2013;British Columbia;Law;9536
2013/2014;British Columbia;Law;9642
2014/2015;British Columbia;Law;10115
2015/2016;British Columbia;Law;10014
2016/2017;British Columbia;Law;11112
2017/2018;British Columbia;Law;12894
2018/2019;British Columbia;Law;13095
2019/2020;British Columbia;Law;13376
2020/2021;British Columbia;Law;13562
2021/2022;British Columbia;Law;13648
2022/2023;British Columbia;Law;13937
2023/2024;British Columbia;Law;14216
2006/2007;British Columbia;Business, management and public administration;4743
2007/2008;British Columbia;Business, management and public administration;4914
2008/2009;British Columbia;Business, management and public administration;4567
2009/2010;British Columbia;Business, management and public administration;4385
2010/2011;British Columbia;Business, management and public administration;4300
2011/2012;British Columbia;Business, management and public administration;4626
2012/2013;British Columbia;Business, management and public administration;4449
2013/2014;British Columbia;Business, management and public administration;4500
2014/2015;British Columbia;Business, management and public administration;4700
2015/2016;British Columbia;Business, management and public administration;5020
2016/2017;British Columbia;Business, management and public administration;5188
2017/2018;British Columbia;Business, management and public administration;5398
2018/2019;British Columbia;Business, management and public administration;5547
2019/2020;British Columbia;Business, management and public administration;5720
2020/2021;British Columbia;Business, management and public administration;5853
2021/2022;British Columbia;Business, management and public administration;6070
2022/2023;British Columbia;Business, management and public administration;6176
2023/2024;British Columbia;Business, management and public administration;6299
2006/2007;British Columbia;Physical and life sciences and technologies;4414
2007/2008;British Columbia;Physical and life sciences and technologies;4523
2008/2009;British Columbia;Physical and life sciences and technologies;4433
2009/2010;British Columbia;Physical and life sciences and technologies;4480
2010/2011;British Columbia;Physical and life sciences and technologies;4585
2011/2012;British Columbia;Physical and life sciences and technologies;4703
2012/2013;British Columbia;Physical and life sciences and technologies;4790
2013/2014;British Columbia;Physical and life sciences and technologies;4886
2014/2015;British Columbia;Physical and life sciences and technologies;4880
2015/2016;British Columbia;Physical and life sciences and technologies;4983
2016/2017;British Columbia;Physical and life sciences and technologies;4999
2017/2018;British Columbia;Physical and life sciences and technologies;5109
2018/2019;British Columbia;Physical and life sciences and technologies;5209
2019/2020;British Columbia;Physical and life sciences and technologies;5309
2020/2021;British Columbia;Physical and life sciences and technologies;5405
2021/2022;British Columbia;Physical and life sciences and technologies;5528
2022/2023;British Columbia;Physical and life sciences and technologies;5633
2023/2024;British Columbia;Physical and life sciences and technologies;5746
2006/2007;British Columbia;Mathematics, computer and information sciences;4447
2007/2008;British Columbia;Mathematics, computer and information sciences;4547
2008/2009;British Columbia;Mathematics, computer and information sciences;4479
2009/2010;British Columbia;Mathematics, computer and information sciences;4517
2010/2011;British Columbia;Mathematics, computer and information sciences;4545
2011/2012;British Columbia;Mathematics, computer and information sciences;4667
2012/2013;British Columbia;Mathematics, computer and information sciences;4719
2013/2014;British Columbia;Mathematics, computer and information sciences;4848
2014/2015;British Columbia;Mathematics, computer and information sciences;4894
2015/2016;British Columbia;Mathematics, computer and information sciences;4940
2016/2017;British Columbia;Mathematics, computer and information sciences;5032
2017/2018;British Columbia;Mathematics, computer and information sciences;5090
2018/2019;British Columbia;Mathematics, computer and information sciences;5186
2019/2020;British Columbia;Mathematics, computer and information sciences;5293
2020/2021;British Columbia;Mathematics, computer and information sciences;5401
2021/2022;British Columbia;Mathematics, computer and information sciences;5573
2022/2023;British Columbia;Mathematics, computer and information sciences;5673
2023/2024;British Columbia;Mathematics, computer and information sciences;5786
2006/2007;British Columbia;Engineering;4395
2007/2008;British Columbia;Engineering;4400
2008/2009;British Columbia;Engineering;4484
2009/2010;British Columbia;Engineering;4675
2010/2011;British Columbia;Engineering;4649
2011/2012;British Columbia;Engineering;4742
2012/2013;British Columbia;Engineering;4879
2013/2014;British Columbia;Engineering;4976
2014/2015;British Columbia;Engineering;5140
2015/2016;British Columbia;Engineering;5438
2016/2017;British Columbia;Engineering;5509
2017/2018;British Columbia;Engineering;5631
2018/2019;British Columbia;Engineering;5842
2019/2020;British Columbia;Engineering;5915
2020/2021;British Columbia;Engineering;6039
2021/2022;British Columbia;Engineering;6218
2022/2023;British Columbia;Engineering;6321
2023/2024;British Columbia;Engineering;6447
2008/2009;British Columbia;Architecture;4342
2009/2010;British Columbia;Architecture;4430
2010/2011;British Columbia;Architecture;4518
2011/2012;British Columbia;Architecture;4608
2012/2013;British Columbia;Architecture;4700
2013/2014;British Columbia;Architecture;4794
2014/2015;British Columbia;Architecture;4890
2015/2016;British Columbia;Architecture;5306
2016/2017;British Columbia;Architecture;5396
2017/2018;British Columbia;Architecture;5527
2018/2019;British Columbia;Architecture;5670
2019/2020;British Columbia;Architecture;6786
2020/2021;British Columbia;Architecture;6949
2021/2022;British Columbia;Architecture;7091
2022/2023;British Columbia;Architecture;7284
2023/2024;British Columbia;Architecture;7430
2006/2007;British Columbia;Agriculture, natural resources and conservation;4181
2007/2008;British Columbia;Agriculture, natural resources and conservation;4367
2008/2009;British Columbia;Agriculture, natural resources and conservation;4351
2009/2010;British Columbia;Agriculture, natural resources and conservation;4214
2010/2011;British Columbia;Agriculture, natural resources and conservation;4510
2011/2012;British Columbia;Agriculture, natural resources and conservation;4731
2012/2013;British Columbia;Agriculture, natural resources and conservation;4631
2013/2014;British Columbia;Agriculture, natural resources and conservation;4700
2014/2015;British Columbia;Agriculture, natural resources and conservation;4975
2015/2016;British Columbia;Agriculture, natural resources and conservation;5064
2016/2017;British Columbia;Agriculture, natural resources and conservation;4983
2017/2018;British Columbia;Agriculture, natural resources and conservation;5088
2018/2019;British Columbia;Agriculture, natural resources and conservation;5257
2019/2020;British Columbia;Agriculture, natural resources and conservation;5372
2020/2021;British Columbia;Agriculture, natural resources and conservation;5518
2021/2022;British Columbia;Agriculture, natural resources and conservation;5626
2022/2023;British Columbia;Agriculture, natural resources and conservation;5753
2023/2024;British Columbia;Agriculture, natural resources and conservation;5868
2007/2008;British Columbia;Dentistry;10920
2008/2009;British Columbia;Dentistry;11133
2009/2010;British Columbia;Dentistry;11356
2010/2011;British Columbia;Dentistry;15457
2011/2012;British Columbia;Dentistry;15766
2012/2013;British Columbia;Dentistry;16082
2013/2014;British Columbia;Dentistry;16403
2014/2015;British Columbia;Dentistry;16731
2015/2016;British Columbia;Dentistry;27111
2016/2017;British Columbia;Dentistry;27653
2017/2018;British Columbia;Dentistry;28206
2018/2019;British Columbia;Dentistry;28770
2019/2020;British Columbia;Dentistry;29346
2020/2021;British Columbia;Dentistry;29932
2021/2022;British Columbia;Dentistry;30531
2022/2023;British Columbia;Dentistry;31141
2023/2024;British Columbia;Dentistry;31764
2006/2007;British Columbia;Medicine;10701
2007/2008;British Columbia;Medicine;10920
2008/2009;British Columbia;Medicine;11133
2009/2010;British Columbia;Medicine;11356
2010/2011;British Columbia;Medicine;15457
2011/2012;British Columbia;Medicine;15766
2012/2013;British Columbia;Medicine;16082
2013/2014;British Columbia;Medicine;16403
2014/2015;British Columbia;Medicine;16731
2015/2016;British Columbia;Medicine;17066
2016/2017;British Columbia;Medicine;17407
2017/2018;British Columbia;Medicine;17755
2018/2019;British Columbia;Medicine;18110
2019/2020;British Columbia;Medicine;18473
2020/2021;British Columbia;Medicine;18842
2021/2022;British Columbia;Medicine;19219
2022/2023;British Columbia;Medicine;19603
2023/2024;British Columbia;Medicine;19995
2007/2008;British Columbia;Nursing;5557
2008/2009;British Columbia;Nursing;4436
2009/2010;British Columbia;Nursing;4028
2010/2011;British Columbia;Nursing;4081
2011/2012;British Columbia;Nursing;4285
2012/2013;British Columbia;Nursing;4287
2013/2014;British Columbia;Nursing;4380
2014/2015;British Columbia;Nursing;4379
2015/2016;British Columbia;Nursing;4340
2016/2017;British Columbia;Nursing;4382
2017/2018;British Columbia;Nursing;4613
2018/2019;British Columbia;Nursing;4700
2019/2020;British Columbia;Nursing;4816
2020/2021;British Columbia;Nursing;4916
2021/2022;British Columbia;Nursing;5041
2022/2023;British Columbia;Nursing;5106
2023/2024;British Columbia;Nursing;5208
2007/2008;British Columbia;Pharmacy;6090
2008/2009;British Columbia;Pharmacy;6198
2009/2010;British Columbia;Pharmacy;6322
2010/2011;British Columbia;Pharmacy;6661
2011/2012;British Columbia;Pharmacy;6794
2012/2013;British Columbia;Pharmacy;6930
2013/2014;British Columbia;Pharmacy;7069
2014/2015;British Columbia;Pharmacy;7210
2015/2016;British Columbia;Pharmacy;12016
2016/2017;British Columbia;Pharmacy;12256
2017/2018;British Columbia;Pharmacy;12501
2018/2019;British Columbia;Pharmacy;12751
2019/2020;British Columbia;Pharmacy;13006
2020/2021;British Columbia;Pharmacy;13266
2021/2022;British Columbia;Pharmacy;13532
2022/2023;British Columbia;Pharmacy;13802
2023/2024;British Columbia;Pharmacy;14078
2006/2007;British Columbia;Other health, parks, recreation and fitness;5057
2007/2008;British Columbia;Other health, parks, recreation and fitness;5599
2008/2009;British Columbia;Other health, parks, recreation and fitness;4477
2009/2010;British Columbia;Other health, parks, recreation and fitness;4568
2010/2011;British Columbia;Other health, parks, recreation and fitness;4556
2011/2012;British Columbia;Other health, parks, recreation and fitness;4638
2012/2013;British Columbia;Other health, parks, recreation and fitness;4755
2013/2014;British Columbia;Other health, parks, recreation and fitness;4850
2014/2015;British Columbia;Other health, parks, recreation and fitness;4890
2015/2016;British Columbia;Other health, parks, recreation and fitness;4947
2016/2017;British Columbia;Other health, parks, recreation and fitness;4992
2017/2018;British Columbia;Other health, parks, recreation and fitness;5029
2018/2019;British Columbia;Other health, parks, recreation and fitness;5129
2019/2020;British Columbia;Other health, parks, recreation and fitness;5176
2020/2021;British Columbia;Other health, parks, recreation and fitness;5289
2021/2022;British Columbia;Other health, parks, recreation and fitness;5409
2022/2023;British Columbia;Other health, parks, recreation and fitness;5566
2023/2024;British Columbia;Other health, parks, recreation and fitness;5676
2016/2017;British Columbia;Personal, protective and transportation services;5334
2017/2018;British Columbia;Personal, protective and transportation services;6157
2018/2019;British Columbia;Personal, protective and transportation services;6086
2019/2020;British Columbia;Personal, protective and transportation services;5085
2020/2021;British Columbia;Personal, protective and transportation services;5010
2021/2022;British Columbia;Personal, protective and transportation services;5246
2022/2023;British Columbia;Personal, protective and transportation services;5368
2023/2024;British Columbia;Personal, protective and transportation services;5475
2018/2019;Yukon;Total, field of study;3510
2019/2020;Yukon;Total, field of study;3810
2020/2021;Yukon;Total, field of study;3930
2021/2022;Yukon;Total, field of study;4005
2022/2023;Yukon;Total, field of study;4200
2023/2024;Yukon;Total, field of study;4275
2018/2019;Yukon;Business, management and public administration;3510
2019/2020;Yukon;Business, management and public administration;3810
2020/2021;Yukon;Business, management and public administration;3930
2021/2022;Yukon;Business, management and public administration;4005
2022/2023;Yukon;Business, management and public administration;4200
2023/2024;Yukon;Business, management and public administration;4275
