Date;Location;Field_Of_Study;Value
2006/2007;Newfoundland and Labrador;Total, field of study;2096
2007/2008;Newfoundland and Labrador;Total, field of study;3686
2008/2009;Newfoundland and Labrador;Total, field of study;2443
2009/2010;Newfoundland and Labrador;Total, field of study;2458
2010/2011;Newfoundland and Labrador;Total, field of study;2456
2011/2012;Newfoundland and Labrador;Total, field of study;2456
2012/2013;Newfoundland and Labrador;Total, field of study;2473
2013/2014;Newfoundland and Labrador;Total, field of study;2506
2014/2015;Newfoundland and Labrador;Total, field of study;2474
2015/2016;Newfoundland and Labrador;Total, field of study;2475
2016/2017;Newfoundland and Labrador;Total, field of study;2752
2017/2018;Newfoundland and Labrador;Total, field of study;2776
2018/2019;Newfoundland and Labrador;Total, field of study;2950
2019/2020;Newfoundland and Labrador;Total, field of study;2894
2020/2021;Newfoundland and Labrador;Total, field of study;2825
2021/2022;Newfoundland and Labrador;Total, field of study;3386
2022/2023;Newfoundland and Labrador;Total, field of study;3228
2023/2024;Newfoundland and Labrador;Total, field of study;3228
2006/2007;Newfoundland and Labrador;Education;2096
2007/2008;Newfoundland and Labrador;Education;2096
2008/2009;Newfoundland and Labrador;Education;2096
2009/2010;Newfoundland and Labrador;Education;2096
2010/2011;Newfoundland and Labrador;Education;2096
2011/2012;Newfoundland and Labrador;Education;2096
2012/2013;Newfoundland and Labrador;Education;2096
2013/2014;Newfoundland and Labrador;Education;2096
2014/2015;Newfoundland and Labrador;Education;2096
2015/2016;Newfoundland and Labrador;Education;2096
2016/2017;Newfoundland and Labrador;Education;2378
2017/2018;Newfoundland and Labrador;Education;2382
2018/2019;Newfoundland and Labrador;Education;2328
2019/2020;Newfoundland and Labrador;Education;2391
2020/2021;Newfoundland and Labrador;Education;2404
2021/2022;Newfoundland and Labrador;Education;3161
2022/2023;Newfoundland and Labrador;Education;3692
2023/2024;Newfoundland and Labrador;Education;3692
2018/2019;Newfoundland and Labrador;Visual and performing arts, and communications technologies;3153
2019/2020;Newfoundland and Labrador;Visual and performing arts, and communications technologies;3010
2020/2021;Newfoundland and Labrador;Visual and performing arts, and communications technologies;3291
2021/2022;Newfoundland and Labrador;Visual and performing arts, and communications technologies;3513
2022/2023;Newfoundland and Labrador;Visual and performing arts, and communications technologies;3264
2023/2024;Newfoundland and Labrador;Visual and performing arts, and communications technologies;3264
2006/2007;Newfoundland and Labrador;Humanities;2096
2007/2008;Newfoundland and Labrador;Humanities;2096
2008/2009;Newfoundland and Labrador;Humanities;2096
2009/2010;Newfoundland and Labrador;Humanities;2096
2010/2011;Newfoundland and Labrador;Humanities;2096
2011/2012;Newfoundland and Labrador;Humanities;2096
2012/2013;Newfoundland and Labrador;Humanities;2096
2013/2014;Newfoundland and Labrador;Humanities;2096
2014/2015;Newfoundland and Labrador;Humanities;2096
2015/2016;Newfoundland and Labrador;Humanities;2096
2016/2017;Newfoundland and Labrador;Humanities;2378
2017/2018;Newfoundland and Labrador;Humanities;2382
2018/2019;Newfoundland and Labrador;Humanities;2687
2019/2020;Newfoundland and Labrador;Humanities;2702
2020/2021;Newfoundland and Labrador;Humanities;2580
2021/2022;Newfoundland and Labrador;Humanities;3192
2022/2023;Newfoundland and Labrador;Humanities;2586
2023/2024;Newfoundland and Labrador;Humanities;2586
2006/2007;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2007/2008;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2008/2009;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2009/2010;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2010/2011;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2011/2012;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2012/2013;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2013/2014;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2014/2015;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2015/2016;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2096
2016/2017;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2378
2017/2018;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2382
2018/2019;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2716
2019/2020;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2733
2020/2021;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;2732
2021/2022;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;3255
2022/2023;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;3808
2023/2024;Newfoundland and Labrador;Social and behavioural sciences, and legal studies ;3808
2006/2007;Newfoundland and Labrador;Business, management and public administration;2096
2007/2008;Newfoundland and Labrador;Business, management and public administration;2096
2008/2009;Newfoundland and Labrador;Business, management and public administration;2096
2009/2010;Newfoundland and Labrador;Business, management and public administration;2096
2010/2011;Newfoundland and Labrador;Business, management and public administration;2096
2011/2012;Newfoundland and Labrador;Business, management and public administration;2096
2012/2013;Newfoundland and Labrador;Business, management and public administration;2096
2013/2014;Newfoundland and Labrador;Business, management and public administration;2096
2014/2015;Newfoundland and Labrador;Business, management and public administration;2096
2015/2016;Newfoundland and Labrador;Business, management and public administration;2096
2016/2017;Newfoundland and Labrador;Business, management and public administration;2378
2017/2018;Newfoundland and Labrador;Business, management and public administration;2382
2018/2019;Newfoundland and Labrador;Business, management and public administration;2829
2019/2020;Newfoundland and Labrador;Business, management and public administration;2843
2020/2021;Newfoundland and Labrador;Business, management and public administration;2796
2021/2022;Newfoundland and Labrador;Business, management and public administration;3308
2022/2023;Newfoundland and Labrador;Business, management and public administration;3012
2023/2024;Newfoundland and Labrador;Business, management and public administration;3012
2007/2008;Newfoundland and Labrador;Executive MBA;21000
2007/2008;Newfoundland and Labrador;Regular MBA;1829
2008/2009;Newfoundland and Labrador;Regular MBA;1829
2009/2010;Newfoundland and Labrador;Regular MBA;1829
2010/2011;Newfoundland and Labrador;Regular MBA;1829
2011/2012;Newfoundland and Labrador;Regular MBA;1829
2012/2013;Newfoundland and Labrador;Regular MBA;1829
2013/2014;Newfoundland and Labrador;Regular MBA;1829
2014/2015;Newfoundland and Labrador;Regular MBA;1829
2015/2016;Newfoundland and Labrador;Regular MBA;1829
2016/2017;Newfoundland and Labrador;Regular MBA;2378
2017/2018;Newfoundland and Labrador;Regular MBA;2382
2018/2019;Newfoundland and Labrador;Regular MBA;2378
2019/2020;Newfoundland and Labrador;Regular MBA;2610
2020/2021;Newfoundland and Labrador;Regular MBA;2564
2021/2022;Newfoundland and Labrador;Regular MBA;3022
2022/2023;Newfoundland and Labrador;Regular MBA;1981
2023/2024;Newfoundland and Labrador;Regular MBA;1981
2006/2007;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2007/2008;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2008/2009;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2009/2010;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2010/2011;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2011/2012;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2012/2013;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2013/2014;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2014/2015;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2015/2016;Newfoundland and Labrador;Physical and life sciences and technologies;2096
2016/2017;Newfoundland and Labrador;Physical and life sciences and technologies;2378
2017/2018;Newfoundland and Labrador;Physical and life sciences and technologies;2382
2018/2019;Newfoundland and Labrador;Physical and life sciences and technologies;2649
2019/2020;Newfoundland and Labrador;Physical and life sciences and technologies;2630
2020/2021;Newfoundland and Labrador;Physical and life sciences and technologies;2693
2021/2022;Newfoundland and Labrador;Physical and life sciences and technologies;3199
2022/2023;Newfoundland and Labrador;Physical and life sciences and technologies;2675
2023/2024;Newfoundland and Labrador;Physical and life sciences and technologies;2675
2006/2007;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2007/2008;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2008/2009;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2009/2010;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2010/2011;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2011/2012;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2012/2013;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2013/2014;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2014/2015;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2015/2016;Newfoundland and Labrador;Mathematics, computer and information sciences;2096
2016/2017;Newfoundland and Labrador;Mathematics, computer and information sciences;2378
2017/2018;Newfoundland and Labrador;Mathematics, computer and information sciences;2382
2018/2019;Newfoundland and Labrador;Mathematics, computer and information sciences;2682
2019/2020;Newfoundland and Labrador;Mathematics, computer and information sciences;2234
2020/2021;Newfoundland and Labrador;Mathematics, computer and information sciences;2317
2021/2022;Newfoundland and Labrador;Mathematics, computer and information sciences;3123
2022/2023;Newfoundland and Labrador;Mathematics, computer and information sciences;3270
2023/2024;Newfoundland and Labrador;Mathematics, computer and information sciences;3270
2006/2007;Newfoundland and Labrador;Engineering;2096
2007/2008;Newfoundland and Labrador;Engineering;2096
2008/2009;Newfoundland and Labrador;Engineering;2096
2009/2010;Newfoundland and Labrador;Engineering;2096
2010/2011;Newfoundland and Labrador;Engineering;2096
2011/2012;Newfoundland and Labrador;Engineering;2096
2012/2013;Newfoundland and Labrador;Engineering;2096
2013/2014;Newfoundland and Labrador;Engineering;2096
2014/2015;Newfoundland and Labrador;Engineering;2096
2015/2016;Newfoundland and Labrador;Engineering;2096
2016/2017;Newfoundland and Labrador;Engineering;2378
2017/2018;Newfoundland and Labrador;Engineering;2382
2018/2019;Newfoundland and Labrador;Engineering;2389
2019/2020;Newfoundland and Labrador;Engineering;2253
2020/2021;Newfoundland and Labrador;Engineering;2378
2021/2022;Newfoundland and Labrador;Engineering;3019
2022/2023;Newfoundland and Labrador;Engineering;2230
2023/2024;Newfoundland and Labrador;Engineering;2230
2017/2018;Newfoundland and Labrador;Agriculture, natural resources and conservation;2382
2018/2019;Newfoundland and Labrador;Agriculture, natural resources and conservation;2763
2019/2020;Newfoundland and Labrador;Agriculture, natural resources and conservation;2698
2020/2021;Newfoundland and Labrador;Agriculture, natural resources and conservation;2760
2021/2022;Newfoundland and Labrador;Agriculture, natural resources and conservation;3295
2022/2023;Newfoundland and Labrador;Agriculture, natural resources and conservation;4105
2023/2024;Newfoundland and Labrador;Agriculture, natural resources and conservation;4105
2008/2009;Newfoundland and Labrador;Nursing;1829
2009/2010;Newfoundland and Labrador;Nursing;1829
2010/2011;Newfoundland and Labrador;Nursing;1829
2011/2012;Newfoundland and Labrador;Nursing;1829
2012/2013;Newfoundland and Labrador;Nursing;1829
2013/2014;Newfoundland and Labrador;Nursing;1829
2014/2015;Newfoundland and Labrador;Nursing;1829
2015/2016;Newfoundland and Labrador;Nursing;1829
2016/2017;Newfoundland and Labrador;Nursing;2378
2017/2018;Newfoundland and Labrador;Nursing;2382
2018/2019;Newfoundland and Labrador;Nursing;2147
2019/2020;Newfoundland and Labrador;Nursing;2191
2020/2021;Newfoundland and Labrador;Nursing;2358
2021/2022;Newfoundland and Labrador;Nursing;2966
2022/2023;Newfoundland and Labrador;Nursing;2360
2023/2024;Newfoundland and Labrador;Nursing;2360
2008/2009;Newfoundland and Labrador;Pharmacy;2096
2009/2010;Newfoundland and Labrador;Pharmacy;2733
2010/2011;Newfoundland and Labrador;Pharmacy;2096
2011/2012;Newfoundland and Labrador;Pharmacy;2096
2013/2014;Newfoundland and Labrador;Pharmacy;2096
2014/2015;Newfoundland and Labrador;Pharmacy;2096
2015/2016;Newfoundland and Labrador;Pharmacy;2096
2016/2017;Newfoundland and Labrador;Pharmacy;2378
2017/2018;Newfoundland and Labrador;Pharmacy;2382
2018/2019;Newfoundland and Labrador;Pharmacy;3113
2019/2020;Newfoundland and Labrador;Pharmacy;2260
2020/2021;Newfoundland and Labrador;Pharmacy;2197
2021/2022;Newfoundland and Labrador;Pharmacy;2970
2022/2023;Newfoundland and Labrador;Pharmacy;2141
2023/2024;Newfoundland and Labrador;Pharmacy;2141
2007/2008;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2008/2009;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2009/2010;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2010/2011;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2011/2012;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2012/2013;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2013/2014;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2014/2015;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2015/2016;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2016/2017;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2017/2018;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2018/2019;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2019/2020;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2020/2021;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2021/2022;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2022/2023;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2023/2024;Newfoundland and Labrador;Other health, parks, recreation and fitness;6000
2006/2007;Prince Edward Island;Total, field of study;2693
2007/2008;Prince Edward Island;Total, field of study;2875
2008/2009;Prince Edward Island;Total, field of study;2665
2009/2010;Prince Edward Island;Total, field of study;4091
2010/2011;Prince Edward Island;Total, field of study;3913
2011/2012;Prince Edward Island;Total, field of study;3992
2012/2013;Prince Edward Island;Total, field of study;4739
2013/2014;Prince Edward Island;Total, field of study;4820
2014/2015;Prince Edward Island;Total, field of study;4845
2015/2016;Prince Edward Island;Total, field of study;4887
2016/2017;Prince Edward Island;Total, field of study;5122
2017/2018;Prince Edward Island;Total, field of study;4918
2018/2019;Prince Edward Island;Total, field of study;4897
2019/2020;Prince Edward Island;Total, field of study;4996
2020/2021;Prince Edward Island;Total, field of study;5137
2021/2022;Prince Edward Island;Total, field of study;5273
2022/2023;Prince Edward Island;Total, field of study;5582
2023/2024;Prince Edward Island;Total, field of study;5805
2006/2007;Prince Edward Island;Education;2693
2007/2008;Prince Edward Island;Education;2423
2008/2009;Prince Edward Island;Education;2473
2009/2010;Prince Edward Island;Education;3876
2010/2011;Prince Edward Island;Education;3327
2011/2012;Prince Edward Island;Education;3427
2012/2013;Prince Edward Island;Education;5081
2013/2014;Prince Edward Island;Education;5286
2014/2015;Prince Edward Island;Education;5286
2015/2016;Prince Edward Island;Education;5445
2016/2017;Prince Edward Island;Education;5609
2017/2018;Prince Edward Island;Education;5424
2018/2019;Prince Edward Island;Education;5279
2019/2020;Prince Edward Island;Education;5384
2020/2021;Prince Edward Island;Education;5485
2021/2022;Prince Edward Island;Education;5535
2022/2023;Prince Edward Island;Education;5637
2023/2024;Prince Edward Island;Education;5862
2006/2007;Prince Edward Island;Humanities;2693
2007/2008;Prince Edward Island;Humanities;2423
2008/2009;Prince Edward Island;Humanities;2473
2016/2017;Prince Edward Island;Social and behavioural sciences, and legal studies ;3933
2017/2018;Prince Edward Island;Social and behavioural sciences, and legal studies ;4053
2020/2021;Prince Edward Island;Social and behavioural sciences, and legal studies ;7192
2021/2022;Prince Edward Island;Social and behavioural sciences, and legal studies ;7264
2022/2023;Prince Edward Island;Social and behavioural sciences, and legal studies ;7408
2023/2024;Prince Edward Island;Social and behavioural sciences, and legal studies ;7706
2012/2013;Prince Edward Island;Executive MBA;14442
2013/2014;Prince Edward Island;Executive MBA;15380
2014/2015;Prince Edward Island;Executive MBA;16320
2015/2016;Prince Edward Island;Executive MBA;16500
2016/2017;Prince Edward Island;Executive MBA;16500
2017/2018;Prince Edward Island;Executive MBA;16995
2018/2019;Prince Edward Island;Executive MBA;17335
2019/2020;Prince Edward Island;Executive MBA;18382
2020/2021;Prince Edward Island;Executive MBA;18753
2021/2022;Prince Edward Island;Executive MBA;18942
2022/2023;Prince Edward Island;Executive MBA;19320
2023/2024;Prince Edward Island;Executive MBA;20090
2009/2010;Prince Edward Island;Regular MBA;12100
2010/2011;Prince Edward Island;Regular MBA;12800
2011/2012;Prince Edward Island;Regular MBA;13900
2018/2019;Prince Edward Island;Regular MBA;20000
2019/2020;Prince Edward Island;Regular MBA;20006
2020/2021;Prince Edward Island;Regular MBA;20412
2021/2022;Prince Edward Island;Regular MBA;20622
2022/2023;Prince Edward Island;Regular MBA;21028
2023/2024;Prince Edward Island;Regular MBA;21868
2006/2007;Prince Edward Island;Physical and life sciences and technologies;2693
2008/2009;Prince Edward Island;Physical and life sciences and technologies;2473
2009/2010;Prince Edward Island;Physical and life sciences and technologies;3186
2010/2011;Prince Edward Island;Physical and life sciences and technologies;3327
2011/2012;Prince Edward Island;Physical and life sciences and technologies;3427
2012/2013;Prince Edward Island;Physical and life sciences and technologies;3564
2013/2014;Prince Edward Island;Physical and life sciences and technologies;3708
2014/2015;Prince Edward Island;Physical and life sciences and technologies;3708
2015/2016;Prince Edward Island;Physical and life sciences and technologies;3819
2016/2017;Prince Edward Island;Physical and life sciences and technologies;3933
2017/2018;Prince Edward Island;Physical and life sciences and technologies;4053
2018/2019;Prince Edward Island;Physical and life sciences and technologies;4134
2019/2020;Prince Edward Island;Physical and life sciences and technologies;4215
2020/2021;Prince Edward Island;Physical and life sciences and technologies;4300
2021/2022;Prince Edward Island;Physical and life sciences and technologies;4344
2022/2023;Prince Edward Island;Physical and life sciences and technologies;4431
2023/2024;Prince Edward Island;Physical and life sciences and technologies;4610
2017/2018;Prince Edward Island;Engineering;4053
2018/2019;Prince Edward Island;Engineering;4134
2019/2020;Prince Edward Island;Engineering;4215
2020/2021;Prince Edward Island;Engineering;4300
2021/2022;Prince Edward Island;Engineering;4344
2022/2023;Prince Edward Island;Engineering;4431
2023/2024;Prince Edward Island;Engineering;4610
2017/2018;Prince Edward Island;Agriculture, natural resources and conservation;4053
2018/2019;Prince Edward Island;Agriculture, natural resources and conservation;4134
2019/2020;Prince Edward Island;Agriculture, natural resources and conservation;4215
2020/2021;Prince Edward Island;Agriculture, natural resources and conservation;4300
2021/2022;Prince Edward Island;Agriculture, natural resources and conservation;4344
2022/2023;Prince Edward Island;Agriculture, natural resources and conservation;4431
2023/2024;Prince Edward Island;Agriculture, natural resources and conservation;4610
2013/2014;Prince Edward Island;Nursing;3708
2014/2015;Prince Edward Island;Nursing;3708
2015/2016;Prince Edward Island;Nursing;3819
2016/2017;Prince Edward Island;Nursing;3933
2017/2018;Prince Edward Island;Nursing;4053
2018/2019;Prince Edward Island;Nursing;4134
2019/2020;Prince Edward Island;Nursing;4215
2020/2021;Prince Edward Island;Nursing;4300
2021/2022;Prince Edward Island;Nursing;4344
2022/2023;Prince Edward Island;Nursing;4431
2023/2024;Prince Edward Island;Nursing;4610
2009/2010;Prince Edward Island;Veterinary medicine;3186
2010/2011;Prince Edward Island;Veterinary medicine;3327
2011/2012;Prince Edward Island;Veterinary medicine;3427
2012/2013;Prince Edward Island;Veterinary medicine;3564
2013/2014;Prince Edward Island;Veterinary medicine;3708
2014/2015;Prince Edward Island;Veterinary medicine;3708
2015/2016;Prince Edward Island;Veterinary medicine;3819
2016/2017;Prince Edward Island;Veterinary medicine;3933
2017/2018;Prince Edward Island;Veterinary medicine;4053
2018/2019;Prince Edward Island;Veterinary medicine;4134
2019/2020;Prince Edward Island;Veterinary medicine;4215
2020/2021;Prince Edward Island;Veterinary medicine;4300
2021/2022;Prince Edward Island;Veterinary medicine;4344
2022/2023;Prince Edward Island;Veterinary medicine;4431
2023/2024;Prince Edward Island;Veterinary medicine;4610
2006/2007;Prince Edward Island;Other health, parks, recreation and fitness;2693
2007/2008;Prince Edward Island;Other health, parks, recreation and fitness;2423
2008/2009;Prince Edward Island;Other health, parks, recreation and fitness;2473
2009/2010;Prince Edward Island;Other health, parks, recreation and fitness;6120
2010/2011;Prince Edward Island;Other health, parks, recreation and fitness;6120
2011/2012;Prince Edward Island;Other health, parks, recreation and fitness;6120
2012/2013;Prince Edward Island;Other health, parks, recreation and fitness;6120
2013/2014;Prince Edward Island;Other health, parks, recreation and fitness;6120
2014/2015;Prince Edward Island;Other health, parks, recreation and fitness;6120
2015/2016;Prince Edward Island;Other health, parks, recreation and fitness;6120
2016/2017;Prince Edward Island;Other health, parks, recreation and fitness;6120
2017/2018;Prince Edward Island;Other health, parks, recreation and fitness;6306
2018/2019;Prince Edward Island;Other health, parks, recreation and fitness;6432
2019/2020;Prince Edward Island;Other health, parks, recreation and fitness;6558
2020/2021;Prince Edward Island;Other health, parks, recreation and fitness;6690
2021/2022;Prince Edward Island;Other health, parks, recreation and fitness;6759
2022/2023;Prince Edward Island;Other health, parks, recreation and fitness;6894
2023/2024;Prince Edward Island;Other health, parks, recreation and fitness;7170
2006/2007;Nova Scotia;Total, field of study;8054
2007/2008;Nova Scotia;Total, field of study;7357
2008/2009;Nova Scotia;Total, field of study;7734
2009/2010;Nova Scotia;Total, field of study;7701
2010/2011;Nova Scotia;Total, field of study;7157
2011/2012;Nova Scotia;Total, field of study;7427
2012/2013;Nova Scotia;Total, field of study;7737
2013/2014;Nova Scotia;Total, field of study;8044
2014/2015;Nova Scotia;Total, field of study;8182
2015/2016;Nova Scotia;Total, field of study;8439
2016/2017;Nova Scotia;Total, field of study;8617
2017/2018;Nova Scotia;Total, field of study;8955
2018/2019;Nova Scotia;Total, field of study;9179
2019/2020;Nova Scotia;Total, field of study;9500
2020/2021;Nova Scotia;Total, field of study;9854
2021/2022;Nova Scotia;Total, field of study;10277
2022/2023;Nova Scotia;Total, field of study;10240
2023/2024;Nova Scotia;Total, field of study;10548
2006/2007;Nova Scotia;Education;7560
2007/2008;Nova Scotia;Education;6403
2008/2009;Nova Scotia;Education;6043
2009/2010;Nova Scotia;Education;6984
2010/2011;Nova Scotia;Education;5358
2011/2012;Nova Scotia;Education;6916
2012/2013;Nova Scotia;Education;6428
2013/2014;Nova Scotia;Education;6777
2014/2015;Nova Scotia;Education;6985
2015/2016;Nova Scotia;Education;6801
2016/2017;Nova Scotia;Education;8852
2017/2018;Nova Scotia;Education;6368
2018/2019;Nova Scotia;Education;5587
2019/2020;Nova Scotia;Education;6228
2020/2021;Nova Scotia;Education;6415
2021/2022;Nova Scotia;Education;7365
2022/2023;Nova Scotia;Education;7388
2023/2024;Nova Scotia;Education;7627
2006/2007;Nova Scotia;Visual and performing arts, and communications technologies;5500
2007/2008;Nova Scotia;Visual and performing arts, and communications technologies;5464
2008/2009;Nova Scotia;Visual and performing arts, and communications technologies;5140
2009/2010;Nova Scotia;Visual and performing arts, and communications technologies;5013
2010/2011;Nova Scotia;Visual and performing arts, and communications technologies;4753
2011/2012;Nova Scotia;Visual and performing arts, and communications technologies;4957
2012/2013;Nova Scotia;Visual and performing arts, and communications technologies;5316
2013/2014;Nova Scotia;Visual and performing arts, and communications technologies;5201
2014/2015;Nova Scotia;Visual and performing arts, and communications technologies;5715
2015/2016;Nova Scotia;Visual and performing arts, and communications technologies;6261
2016/2017;Nova Scotia;Visual and performing arts, and communications technologies;7822
2017/2018;Nova Scotia;Visual and performing arts, and communications technologies;8307
2018/2019;Nova Scotia;Visual and performing arts, and communications technologies;8434
2019/2020;Nova Scotia;Visual and performing arts, and communications technologies;8725
2020/2021;Nova Scotia;Visual and performing arts, and communications technologies;8688
2021/2022;Nova Scotia;Visual and performing arts, and communications technologies;8767
2022/2023;Nova Scotia;Visual and performing arts, and communications technologies;9026
2023/2024;Nova Scotia;Visual and performing arts, and communications technologies;9306
2006/2007;Nova Scotia;Humanities;7143
2007/2008;Nova Scotia;Humanities;6442
2008/2009;Nova Scotia;Humanities;6053
2009/2010;Nova Scotia;Humanities;5650
2010/2011;Nova Scotia;Humanities;5389
2011/2012;Nova Scotia;Humanities;5567
2012/2013;Nova Scotia;Humanities;5773
2013/2014;Nova Scotia;Humanities;6037
2014/2015;Nova Scotia;Humanities;6173
2015/2016;Nova Scotia;Humanities;6554
2016/2017;Nova Scotia;Humanities;6856
2017/2018;Nova Scotia;Humanities;7156
2018/2019;Nova Scotia;Humanities;7515
2019/2020;Nova Scotia;Humanities;7741
2020/2021;Nova Scotia;Humanities;7932
2021/2022;Nova Scotia;Humanities;8269
2022/2023;Nova Scotia;Humanities;8567
2023/2024;Nova Scotia;Humanities;8862
2006/2007;Nova Scotia;Social and behavioural sciences, and legal studies ;6738
2007/2008;Nova Scotia;Social and behavioural sciences, and legal studies ;6364
2008/2009;Nova Scotia;Social and behavioural sciences, and legal studies ;5053
2009/2010;Nova Scotia;Social and behavioural sciences, and legal studies ;5577
2010/2011;Nova Scotia;Social and behavioural sciences, and legal studies ;5315
2011/2012;Nova Scotia;Social and behavioural sciences, and legal studies ;5505
2012/2013;Nova Scotia;Social and behavioural sciences, and legal studies ;5547
2013/2014;Nova Scotia;Social and behavioural sciences, and legal studies ;5718
2014/2015;Nova Scotia;Social and behavioural sciences, and legal studies ;5799
2015/2016;Nova Scotia;Social and behavioural sciences, and legal studies ;6018
2016/2017;Nova Scotia;Social and behavioural sciences, and legal studies ;6407
2017/2018;Nova Scotia;Social and behavioural sciences, and legal studies ;6535
2018/2019;Nova Scotia;Social and behavioural sciences, and legal studies ;6685
2019/2020;Nova Scotia;Social and behavioural sciences, and legal studies ;7058
2020/2021;Nova Scotia;Social and behavioural sciences, and legal studies ;7215
2021/2022;Nova Scotia;Social and behavioural sciences, and legal studies ;7444
2022/2023;Nova Scotia;Social and behavioural sciences, and legal studies ;7232
2023/2024;Nova Scotia;Social and behavioural sciences, and legal studies ;7448
2006/2007;Nova Scotia;Law;11333
2007/2008;Nova Scotia;Law;11516
2008/2009;Nova Scotia;Law;8373
2009/2010;Nova Scotia;Law;8263
2010/2011;Nova Scotia;Law;8002
2011/2012;Nova Scotia;Law;8270
2012/2013;Nova Scotia;Law;8631
2013/2014;Nova Scotia;Law;9002
2014/2015;Nova Scotia;Law;9342
2015/2016;Nova Scotia;Law;9943
2016/2017;Nova Scotia;Law;10132
2017/2018;Nova Scotia;Law;7576
2018/2019;Nova Scotia;Law;7595
2019/2020;Nova Scotia;Law;7803
2020/2021;Nova Scotia;Law;8224
2021/2022;Nova Scotia;Law;8151
2022/2023;Nova Scotia;Law;8344
2023/2024;Nova Scotia;Law;8617
2006/2007;Nova Scotia;Business, management and public administration;11564
2007/2008;Nova Scotia;Business, management and public administration;10650
2008/2009;Nova Scotia;Business, management and public administration;8377
2009/2010;Nova Scotia;Business, management and public administration;10317
2010/2011;Nova Scotia;Business, management and public administration;9427
2011/2012;Nova Scotia;Business, management and public administration;9618
2012/2013;Nova Scotia;Business, management and public administration;9758
2013/2014;Nova Scotia;Business, management and public administration;10404
2014/2015;Nova Scotia;Business, management and public administration;10518
2015/2016;Nova Scotia;Business, management and public administration;10598
2016/2017;Nova Scotia;Business, management and public administration;11655
2017/2018;Nova Scotia;Business, management and public administration;12524
2018/2019;Nova Scotia;Business, management and public administration;12135
2019/2020;Nova Scotia;Business, management and public administration;12122
2020/2021;Nova Scotia;Business, management and public administration;12165
2021/2022;Nova Scotia;Business, management and public administration;13145
2022/2023;Nova Scotia;Business, management and public administration;12070
2023/2024;Nova Scotia;Business, management and public administration;12249
2007/2008;Nova Scotia;Executive MBA;20000
2008/2009;Nova Scotia;Executive MBA;20000
2009/2010;Nova Scotia;Executive MBA;21250
2010/2011;Nova Scotia;Executive MBA;22500
2011/2012;Nova Scotia;Executive MBA;22500
2012/2013;Nova Scotia;Executive MBA;22500
