Date;Location;Field_Of_Study;Value
2017/2018;Alberta;Mathematics, computer and information sciences;4418
2018/2019;Alberta;Mathematics, computer and information sciences;4857
2019/2020;Alberta;Mathematics, computer and information sciences;4981
2020/2021;Alberta;Mathematics, computer and information sciences;4688
2021/2022;Alberta;Mathematics, computer and information sciences;4953
2022/2023;Alberta;Mathematics, computer and information sciences;5246
2023/2024;Alberta;Mathematics, computer and information sciences;5512
2006/2007;Alberta;Engineering;4218
2007/2008;Alberta;Engineering;4470
2008/2009;Alberta;Engineering;4211
2009/2010;Alberta;Engineering;4386
2010/2011;Alberta;Engineering;4452
2011/2012;Alberta;Engineering;4467
2012/2013;Alberta;Engineering;4604
2013/2014;Alberta;Engineering;4601
2014/2015;Alberta;Engineering;4590
2015/2016;Alberta;Engineering;4033
2016/2017;Alberta;Engineering;4026
2017/2018;Alberta;Engineering;4043
2018/2019;Alberta;Engineering;4903
2019/2020;Alberta;Engineering;4877
2020/2021;Alberta;Engineering;4721
2021/2022;Alberta;Engineering;4995
2022/2023;Alberta;Engineering;5404
2023/2024;Alberta;Engineering;5673
2006/2007;Alberta;Architecture;5408
2007/2008;Alberta;Architecture;4922
2008/2009;Alberta;Architecture;5148
2009/2010;Alberta;Architecture;7021
2010/2011;Alberta;Architecture;7021
2011/2012;Alberta;Architecture;7047
2012/2013;Alberta;Architecture;7147
2013/2014;Alberta;Architecture;7147
2014/2015;Alberta;Architecture;7218
2015/2016;Alberta;Architecture;7218
2016/2017;Alberta;Architecture;7218
2017/2018;Alberta;Architecture;7218
2018/2019;Alberta;Architecture;7218
2019/2020;Alberta;Architecture;12499
2020/2021;Alberta;Architecture;7648
2021/2022;Alberta;Architecture;8183
2022/2023;Alberta;Architecture;8756
2023/2024;Alberta;Architecture;9514
2006/2007;Alberta;Agriculture, natural resources and conservation;3282
2007/2008;Alberta;Agriculture, natural resources and conservation;3365
2008/2009;Alberta;Agriculture, natural resources and conservation;3486
2009/2010;Alberta;Agriculture, natural resources and conservation;3612
2010/2011;Alberta;Agriculture, natural resources and conservation;3667
2011/2012;Alberta;Agriculture, natural resources and conservation;3679
2012/2013;Alberta;Agriculture, natural resources and conservation;3771
2013/2014;Alberta;Agriculture, natural resources and conservation;3765
2014/2015;Alberta;Agriculture, natural resources and conservation;3815
2015/2016;Alberta;Agriculture, natural resources and conservation;3826
2016/2017;Alberta;Agriculture, natural resources and conservation;3822
2017/2018;Alberta;Agriculture, natural resources and conservation;3790
2018/2019;Alberta;Agriculture, natural resources and conservation;3789
2019/2020;Alberta;Agriculture, natural resources and conservation;7447
2020/2021;Alberta;Agriculture, natural resources and conservation;7583
2021/2022;Alberta;Agriculture, natural resources and conservation;6086
2022/2023;Alberta;Agriculture, natural resources and conservation;6418
2023/2024;Alberta;Agriculture, natural resources and conservation;6763
2008/2009;Alberta;Dentistry;3449
2009/2010;Alberta;Dentistry;3589
2010/2011;Alberta;Dentistry;3643
2011/2012;Alberta;Dentistry;3655
2006/2007;Alberta;Medicine;5481
2007/2008;Alberta;Medicine;9358
2007/2008;Alberta;Nursing;4904
2008/2009;Alberta;Nursing;5559
2009/2010;Alberta;Nursing;5740
2010/2011;Alberta;Nursing;5822
2011/2012;Alberta;Nursing;6037
2012/2013;Alberta;Nursing;6531
2013/2014;Alberta;Nursing;7235
2014/2015;Alberta;Nursing;7577
2015/2016;Alberta;Nursing;10555
2016/2017;Alberta;Nursing;10775
2017/2018;Alberta;Nursing;11055
2018/2019;Alberta;Nursing;8354
2019/2020;Alberta;Nursing;8127
2020/2021;Alberta;Nursing;8420
2021/2022;Alberta;Nursing;9283
2022/2023;Alberta;Nursing;9960
2023/2024;Alberta;Nursing;10486
2009/2010;Alberta;Pharmacy;3589
2010/2011;Alberta;Pharmacy;3643
2011/2012;Alberta;Pharmacy;3655
2013/2014;Alberta;Pharmacy;3708
2014/2015;Alberta;Pharmacy;3745
2015/2016;Alberta;Pharmacy;3745
2016/2017;Alberta;Pharmacy;3745
2017/2018;Alberta;Pharmacy;3745
2018/2019;Alberta;Pharmacy;3745
2019/2020;Alberta;Pharmacy;3745
2020/2021;Alberta;Pharmacy;4007
2021/2022;Alberta;Pharmacy;4287
2022/2023;Alberta;Pharmacy;4586
2023/2024;Alberta;Pharmacy;4838
2013/2014;Alberta;Veterinary medicine;5538
2014/2015;Alberta;Veterinary medicine;5594
2015/2016;Alberta;Veterinary medicine;3611
2016/2017;Alberta;Veterinary medicine;3611
2017/2018;Alberta;Veterinary medicine;3611
2018/2019;Alberta;Veterinary medicine;5594
2019/2020;Alberta;Veterinary medicine;5594
2020/2021;Alberta;Veterinary medicine;3464
2021/2022;Alberta;Veterinary medicine;3464
2022/2023;Alberta;Veterinary medicine;3533
2023/2024;Alberta;Veterinary medicine;3604
2006/2007;Alberta;Other health, parks, recreation and fitness;3432
2007/2008;Alberta;Other health, parks, recreation and fitness;3422
2008/2009;Alberta;Other health, parks, recreation and fitness;3890
2009/2010;Alberta;Other health, parks, recreation and fitness;3948
2010/2011;Alberta;Other health, parks, recreation and fitness;4007
2011/2012;Alberta;Other health, parks, recreation and fitness;4021
2012/2013;Alberta;Other health, parks, recreation and fitness;4070
2013/2014;Alberta;Other health, parks, recreation and fitness;4076
2014/2015;Alberta;Other health, parks, recreation and fitness;4098
2015/2016;Alberta;Other health, parks, recreation and fitness;3863
2016/2017;Alberta;Other health, parks, recreation and fitness;3853
2017/2018;Alberta;Other health, parks, recreation and fitness;3859
2018/2019;Alberta;Other health, parks, recreation and fitness;4337
2019/2020;Alberta;Other health, parks, recreation and fitness;4524
2020/2021;Alberta;Other health, parks, recreation and fitness;4644
2021/2022;Alberta;Other health, parks, recreation and fitness;4952
2022/2023;Alberta;Other health, parks, recreation and fitness;5301
2023/2024;Alberta;Other health, parks, recreation and fitness;5580
2006/2007;British Columbia;Total, field of study;5605
2007/2008;British Columbia;Total, field of study;6431
2008/2009;British Columbia;Total, field of study;7241
2009/2010;British Columbia;Total, field of study;6230
2010/2011;British Columbia;Total, field of study;7178
2011/2012;British Columbia;Total, field of study;7442
2012/2013;British Columbia;Total, field of study;7362
2013/2014;British Columbia;Total, field of study;7555
2014/2015;British Columbia;Total, field of study;7648
2015/2016;British Columbia;Total, field of study;8262
2016/2017;British Columbia;Total, field of study;8250
2017/2018;British Columbia;Total, field of study;8557
2018/2019;British Columbia;Total, field of study;8831
2019/2020;British Columbia;Total, field of study;9047
2020/2021;British Columbia;Total, field of study;9579
2021/2022;British Columbia;Total, field of study;9823
2022/2023;British Columbia;Total, field of study;10524
2023/2024;British Columbia;Total, field of study;10748
2006/2007;British Columbia;Education;6708
2007/2008;British Columbia;Education;5983
2008/2009;British Columbia;Education;6467
2009/2010;British Columbia;Education;5240
2010/2011;British Columbia;Education;6655
2011/2012;British Columbia;Education;6792
2012/2013;British Columbia;Education;6152
2013/2014;British Columbia;Education;6233
2014/2015;British Columbia;Education;6612
2015/2016;British Columbia;Education;6717
2016/2017;British Columbia;Education;6706
2017/2018;British Columbia;Education;6812
2018/2019;British Columbia;Education;7260
2019/2020;British Columbia;Education;7531
2020/2021;British Columbia;Education;7596
2021/2022;British Columbia;Education;7678
2022/2023;British Columbia;Education;8899
2023/2024;British Columbia;Education;9077
2006/2007;British Columbia;Visual and performing arts, and communications technologies;3122
2007/2008;British Columbia;Visual and performing arts, and communications technologies;3649
2008/2009;British Columbia;Visual and performing arts, and communications technologies;4458
2009/2010;British Columbia;Visual and performing arts, and communications technologies;4470
2010/2011;British Columbia;Visual and performing arts, and communications technologies;4581
2011/2012;British Columbia;Visual and performing arts, and communications technologies;4276
2012/2013;British Columbia;Visual and performing arts, and communications technologies;4948
2013/2014;British Columbia;Visual and performing arts, and communications technologies;4485
2014/2015;British Columbia;Visual and performing arts, and communications technologies;4455
2015/2016;British Columbia;Visual and performing arts, and communications technologies;4543
2016/2017;British Columbia;Visual and performing arts, and communications technologies;4615
2017/2018;British Columbia;Visual and performing arts, and communications technologies;4637
2018/2019;British Columbia;Visual and performing arts, and communications technologies;4770
2019/2020;British Columbia;Visual and performing arts, and communications technologies;4880
2020/2021;British Columbia;Visual and performing arts, and communications technologies;4989
2021/2022;British Columbia;Visual and performing arts, and communications technologies;5127
2022/2023;British Columbia;Visual and performing arts, and communications technologies;5376
2023/2024;British Columbia;Visual and performing arts, and communications technologies;5484
2006/2007;British Columbia;Humanities;3411
2007/2008;British Columbia;Humanities;3436
2008/2009;British Columbia;Humanities;3896
2009/2010;British Columbia;Humanities;3700
2010/2011;British Columbia;Humanities;4128
2011/2012;British Columbia;Humanities;4184
2012/2013;British Columbia;Humanities;4282
2013/2014;British Columbia;Humanities;4393
2014/2015;British Columbia;Humanities;4486
2015/2016;British Columbia;Humanities;4573
2016/2017;British Columbia;Humanities;4625
2017/2018;British Columbia;Humanities;4745
2018/2019;British Columbia;Humanities;4841
2019/2020;British Columbia;Humanities;4898
2020/2021;British Columbia;Humanities;4942
2021/2022;British Columbia;Humanities;5092
2022/2023;British Columbia;Humanities;5456
2023/2024;British Columbia;Humanities;5565
2006/2007;British Columbia;Social and behavioural sciences, and legal studies ;4885
2007/2008;British Columbia;Social and behavioural sciences, and legal studies ;5182
2008/2009;British Columbia;Social and behavioural sciences, and legal studies ;5648
2009/2010;British Columbia;Social and behavioural sciences, and legal studies ;4839
2010/2011;British Columbia;Social and behavioural sciences, and legal studies ;6016
2011/2012;British Columbia;Social and behavioural sciences, and legal studies ;5921
2012/2013;British Columbia;Social and behavioural sciences, and legal studies ;5585
2013/2014;British Columbia;Social and behavioural sciences, and legal studies ;5916
2014/2015;British Columbia;Social and behavioural sciences, and legal studies ;6077
2015/2016;British Columbia;Social and behavioural sciences, and legal studies ;6244
2016/2017;British Columbia;Social and behavioural sciences, and legal studies ;6819
2017/2018;British Columbia;Social and behavioural sciences, and legal studies ;6942
2018/2019;British Columbia;Social and behavioural sciences, and legal studies ;7024
2019/2020;British Columbia;Social and behavioural sciences, and legal studies ;6847
2020/2021;British Columbia;Social and behavioural sciences, and legal studies ;7521
2021/2022;British Columbia;Social and behavioural sciences, and legal studies ;7795
2022/2023;British Columbia;Social and behavioural sciences, and legal studies ;7858
2023/2024;British Columbia;Social and behavioural sciences, and legal studies ;8016
2006/2007;British Columbia;Law;3035
2007/2008;British Columbia;Law;14391
2008/2009;British Columbia;Law;15540
2009/2010;British Columbia;Law;15850
2010/2011;British Columbia;Law;16167
2011/2012;British Columbia;Law;16209
2012/2013;British Columbia;Law;16252
2013/2014;British Columbia;Law;17905
2014/2015;British Columbia;Law;6669
2015/2016;British Columbia;Law;7922
2016/2017;British Columbia;Law;10234
2017/2018;British Columbia;Law;11219
2018/2019;British Columbia;Law;13171
2019/2020;British Columbia;Law;13297
2020/2021;British Columbia;Law;13737
2021/2022;British Columbia;Law;13530
2022/2023;British Columbia;Law;13401
2023/2024;British Columbia;Law;13669
2006/2007;British Columbia;Business, management and public administration;14288
2007/2008;British Columbia;Business, management and public administration;6443
2008/2009;British Columbia;Business, management and public administration;9199
2009/2010;British Columbia;Business, management and public administration;8467
2010/2011;British Columbia;Business, management and public administration;12509
2011/2012;British Columbia;Business, management and public administration;11796
2012/2013;British Columbia;Business, management and public administration;11814
2013/2014;British Columbia;Business, management and public administration;11424
2014/2015;British Columbia;Business, management and public administration;10675
2015/2016;British Columbia;Business, management and public administration;11234
2016/2017;British Columbia;Business, management and public administration;10319
2017/2018;British Columbia;Business, management and public administration;11813
2018/2019;British Columbia;Business, management and public administration;12147
2019/2020;British Columbia;Business, management and public administration;13037
2020/2021;British Columbia;Business, management and public administration;15528
2021/2022;British Columbia;Business, management and public administration;16382
2022/2023;British Columbia;Business, management and public administration;18288
2023/2024;British Columbia;Business, management and public administration;18654
2007/2008;British Columbia;Executive MBA;19764
2008/2009;British Columbia;Executive MBA;24214
2009/2010;British Columbia;Executive MBA;18862
2010/2011;British Columbia;Executive MBA;21666
2011/2012;British Columbia;Executive MBA;19894
2012/2013;British Columbia;Executive MBA;25408
2013/2014;British Columbia;Executive MBA;21009
2014/2015;British Columbia;Executive MBA;21813
2015/2016;British Columbia;Executive MBA;21512
2016/2017;British Columbia;Executive MBA;18018
2017/2018;British Columbia;Executive MBA;18879
2018/2019;British Columbia;Executive MBA;18920
2019/2020;British Columbia;Executive MBA;18447
2020/2021;British Columbia;Executive MBA;18159
2021/2022;British Columbia;Executive MBA;19925
2022/2023;British Columbia;Executive MBA;18307
2023/2024;British Columbia;Executive MBA;18673
2007/2008;British Columbia;Regular MBA;17098
2008/2009;British Columbia;Regular MBA;21858
2009/2010;British Columbia;Regular MBA;12969
2010/2011;British Columbia;Regular MBA;12843
2011/2012;British Columbia;Regular MBA;21538
2012/2013;British Columbia;Regular MBA;19508
2013/2014;British Columbia;Regular MBA;21022
2014/2015;British Columbia;Regular MBA;22845
2015/2016;British Columbia;Regular MBA;25840
2016/2017;British Columbia;Regular MBA;27234
2017/2018;British Columbia;Regular MBA;26598
2018/2019;British Columbia;Regular MBA;26760
2019/2020;British Columbia;Regular MBA;27976
2020/2021;British Columbia;Regular MBA;28520
2021/2022;British Columbia;Regular MBA;29062
2022/2023;British Columbia;Regular MBA;36338
2023/2024;British Columbia;Regular MBA;37064
2006/2007;British Columbia;Physical and life sciences and technologies;3379
2007/2008;British Columbia;Physical and life sciences and technologies;3286
2008/2009;British Columbia;Physical and life sciences and technologies;3872
2009/2010;British Columbia;Physical and life sciences and technologies;8717
2010/2011;British Columbia;Physical and life sciences and technologies;9182
2011/2012;British Columbia;Physical and life sciences and technologies;9366
2012/2013;British Columbia;Physical and life sciences and technologies;9546
2013/2014;British Columbia;Physical and life sciences and technologies;9673
2014/2015;British Columbia;Physical and life sciences and technologies;9980
2015/2016;British Columbia;Physical and life sciences and technologies;11011
2016/2017;British Columbia;Physical and life sciences and technologies;10963
2017/2018;British Columbia;Physical and life sciences and technologies;11554
2018/2019;British Columbia;Physical and life sciences and technologies;11753
2019/2020;British Columbia;Physical and life sciences and technologies;11717
2020/2021;British Columbia;Physical and life sciences and technologies;11830
2021/2022;British Columbia;Physical and life sciences and technologies;11350
2022/2023;British Columbia;Physical and life sciences and technologies;11716
2023/2024;British Columbia;Physical and life sciences and technologies;11951
2006/2007;British Columbia;Mathematics, computer and information sciences;3918
2007/2008;British Columbia;Mathematics, computer and information sciences;4056
2008/2009;British Columbia;Mathematics, computer and information sciences;4559
2009/2010;British Columbia;Mathematics, computer and information sciences;6860
2010/2011;British Columbia;Mathematics, computer and information sciences;7386
2011/2012;British Columbia;Mathematics, computer and information sciences;7676
2012/2013;British Columbia;Mathematics, computer and information sciences;8009
2013/2014;British Columbia;Mathematics, computer and information sciences;9143
2014/2015;British Columbia;Mathematics, computer and information sciences;9391
2015/2016;British Columbia;Mathematics, computer and information sciences;9473
2016/2017;British Columbia;Mathematics, computer and information sciences;13358
2017/2018;British Columbia;Mathematics, computer and information sciences;13589
2018/2019;British Columbia;Mathematics, computer and information sciences;13947
2019/2020;British Columbia;Mathematics, computer and information sciences;14246
2020/2021;British Columbia;Mathematics, computer and information sciences;14590
2021/2022;British Columbia;Mathematics, computer and information sciences;14717
2022/2023;British Columbia;Mathematics, computer and information sciences;16018
2023/2024;British Columbia;Mathematics, computer and information sciences;16609
2006/2007;British Columbia;Engineering;4003
2007/2008;British Columbia;Engineering;3839
2008/2009;British Columbia;Engineering;4689
2009/2010;British Columbia;Engineering;8114
2010/2011;British Columbia;Engineering;8418
2011/2012;British Columbia;Engineering;8936
2012/2013;British Columbia;Engineering;9065
2013/2014;British Columbia;Engineering;9295
2014/2015;British Columbia;Engineering;9881
2015/2016;British Columbia;Engineering;14184
2016/2017;British Columbia;Engineering;15122
2017/2018;British Columbia;Engineering;15262
2018/2019;British Columbia;Engineering;15439
2019/2020;British Columbia;Engineering;16373
2020/2021;British Columbia;Engineering;16583
2021/2022;British Columbia;Engineering;16393
2022/2023;British Columbia;Engineering;18061
2023/2024;British Columbia;Engineering;18423
2006/2007;British Columbia;Architecture;4332
2007/2008;British Columbia;Architecture;4419
2008/2009;British Columbia;Architecture;4425
2009/2010;British Columbia;Architecture;4513
2010/2011;British Columbia;Architecture;4604
2011/2012;British Columbia;Architecture;4696
2012/2013;British Columbia;Architecture;4789
2013/2014;British Columbia;Architecture;4885
2014/2015;British Columbia;Architecture;4983
2015/2016;British Columbia;Architecture;5083
2016/2017;British Columbia;Architecture;6369
2017/2018;British Columbia;Architecture;6669
2018/2019;British Columbia;Architecture;6895
2019/2020;British Columbia;Architecture;7029
2020/2021;British Columbia;Architecture;7298
2021/2022;British Columbia;Architecture;7525
2022/2023;British Columbia;Architecture;7751
2023/2024;British Columbia;Architecture;7906
2006/2007;British Columbia;Agriculture, natural resources and conservation;3035
2007/2008;British Columbia;Agriculture, natural resources and conservation;6678
2008/2009;British Columbia;Agriculture, natural resources and conservation;6228
2009/2010;British Columbia;Agriculture, natural resources and conservation;8351
2010/2011;British Columbia;Agriculture, natural resources and conservation;8989
2011/2012;British Columbia;Agriculture, natural resources and conservation;9168
2012/2013;British Columbia;Agriculture, natural resources and conservation;9125
2013/2014;British Columbia;Agriculture, natural resources and conservation;9113
2014/2015;British Columbia;Agriculture, natural resources and conservation;9246
2015/2016;British Columbia;Agriculture, natural resources and conservation;9366
2016/2017;British Columbia;Agriculture, natural resources and conservation;8712
2017/2018;British Columbia;Agriculture, natural resources and conservation;9170
2018/2019;British Columbia;Agriculture, natural resources and conservation;9032
2019/2020;British Columbia;Agriculture, natural resources and conservation;9278
2020/2021;British Columbia;Agriculture, natural resources and conservation;9263
2021/2022;British Columbia;Agriculture, natural resources and conservation;9928
2022/2023;British Columbia;Agriculture, natural resources and conservation;10229
2023/2024;British Columbia;Agriculture, natural resources and conservation;10426
2007/2008;British Columbia;Dentistry;3095
2008/2009;British Columbia;Dentistry;4098
2009/2010;British Columbia;Dentistry;4139
2010/2011;British Columbia;Dentistry;9819
2011/2012;British Columbia;Dentistry;10016
2013/2014;British Columbia;Dentistry;10420
2014/2015;British Columbia;Dentistry;10628
2015/2016;British Columbia;Dentistry;10841
2016/2017;British Columbia;Dentistry;11058
2017/2018;British Columbia;Dentistry;11279
2018/2019;British Columbia;Dentistry;11505
2019/2020;British Columbia;Dentistry;11735
2020/2021;British Columbia;Dentistry;11970
2021/2022;British Columbia;Dentistry;12209
2022/2023;British Columbia;Dentistry;12453
2023/2024;British Columbia;Dentistry;12702
2007/2008;British Columbia;Medicine;3095
2008/2009;British Columbia;Medicine;4178
2007/2008;British Columbia;Nursing;3375
2008/2009;British Columbia;Nursing;4088
2009/2010;British Columbia;Nursing;4182
2010/2011;British Columbia;Nursing;4265
2011/2012;British Columbia;Nursing;4351
2012/2013;British Columbia;Nursing;4458
2013/2014;British Columbia;Nursing;4537
2014/2015;British Columbia;Nursing;4781
2015/2016;British Columbia;Nursing;4821
2016/2017;British Columbia;Nursing;4942
2017/2018;British Columbia;Nursing;5034
2018/2019;British Columbia;Nursing;5066
2019/2020;British Columbia;Nursing;5134
2020/2021;British Columbia;Nursing;5223
2021/2022;British Columbia;Nursing;5406
2022/2023;British Columbia;Nursing;5523
2023/2024;British Columbia;Nursing;5632
2008/2009;British Columbia;Pharmacy;24387
2009/2010;British Columbia;Pharmacy;14487
2010/2011;British Columbia;Pharmacy;14776
2011/2012;British Columbia;Pharmacy;15072
2013/2014;British Columbia;Pharmacy;24656
2014/2015;British Columbia;Pharmacy;25149
2015/2016;British Columbia;Pharmacy;25652
2016/2017;British Columbia;Pharmacy;26165
2017/2018;British Columbia;Pharmacy;4802
2018/2019;British Columbia;Pharmacy;4898
2019/2020;British Columbia;Pharmacy;4996
2020/2021;British Columbia;Pharmacy;5096
2021/2022;British Columbia;Pharmacy;5198
2022/2023;British Columbia;Pharmacy;5302
2023/2024;British Columbia;Pharmacy;5408
2006/2007;British Columbia;Other health, parks, recreation and fitness;3469
2007/2008;British Columbia;Other health, parks, recreation and fitness;4186
2008/2009;British Columbia;Other health, parks, recreation and fitness;5587
2009/2010;British Columbia;Other health, parks, recreation and fitness;4557
2010/2011;British Columbia;Other health, parks, recreation and fitness;5003
2011/2012;British Columbia;Other health, parks, recreation and fitness;7514
2012/2013;British Columbia;Other health, parks, recreation and fitness;7767
2013/2014;British Columbia;Other health, parks, recreation and fitness;8001
2014/2015;British Columbia;Other health, parks, recreation and fitness;7893
2015/2016;British Columbia;Other health, parks, recreation and fitness;8002
2016/2017;British Columbia;Other health, parks, recreation and fitness;5548
2017/2018;British Columbia;Other health, parks, recreation and fitness;5655
2018/2019;British Columbia;Other health, parks, recreation and fitness;5783
2019/2020;British Columbia;Other health, parks, recreation and fitness;5925
2020/2021;British Columbia;Other health, parks, recreation and fitness;6028
2021/2022;British Columbia;Other health, parks, recreation and fitness;6149
2022/2023;British Columbia;Other health, parks, recreation and fitness;6412
2023/2024;British Columbia;Other health, parks, recreation and fitness;6541
2017/2018;British Columbia;Personal, protective and transportation services;12155
2018/2019;British Columbia;Personal, protective and transportation services;12395
2019/2020;British Columbia;Personal, protective and transportation services;12640
2020/2021;British Columbia;Personal, protective and transportation services;12893
2021/2022;British Columbia;Personal, protective and transportation services;13151
2022/2023;British Columbia;Personal, protective and transportation services;13414
2023/2024;British Columbia;Personal, protective and transportation services;13682
