Date;Location;Field_Of_Study;Value
2006/2007;Ontario;Engineering;16045
2007/2008;Ontario;Engineering;17007
2008/2009;Ontario;Engineering;18203
2009/2010;Ontario;Engineering;19457
2010/2011;Ontario;Engineering;20639
2011/2012;Ontario;Engineering;23975
2012/2013;Ontario;Engineering;24185
2013/2014;Ontario;Engineering;26277
2014/2015;Ontario;Engineering;28365
2015/2016;Ontario;Engineering;30623
2016/2017;Ontario;Engineering;33497
2017/2018;Ontario;Engineering;36171
2018/2019;Ontario;Engineering;40085
2019/2020;Ontario;Engineering;43585
2020/2021;Ontario;Engineering;46229
2021/2022;Ontario;Engineering;47403
2022/2023;Ontario;Engineering;50971
2023/2024;Ontario;Engineering;54616
2006/2007;Ontario;Architecture;14998
2007/2008;Ontario;Architecture;17162
2008/2009;Ontario;Architecture;18013
2009/2010;Ontario;Architecture;19913
2010/2011;Ontario;Architecture;20904
2011/2012;Ontario;Architecture;25505
2012/2013;Ontario;Architecture;22683
2013/2014;Ontario;Architecture;24887
2014/2015;Ontario;Architecture;25684
2015/2016;Ontario;Architecture;28087
2016/2017;Ontario;Architecture;27849
2017/2018;Ontario;Architecture;29023
2018/2019;Ontario;Architecture;29357
2019/2020;Ontario;Architecture;33101
2020/2021;Ontario;Architecture;37041
2021/2022;Ontario;Architecture;36630
2022/2023;Ontario;Architecture;37123
2023/2024;Ontario;Architecture;38781
2006/2007;Ontario;Agriculture, natural resources and conservation;12328
2007/2008;Ontario;Agriculture, natural resources and conservation;13656
2008/2009;Ontario;Agriculture, natural resources and conservation;15989
2009/2010;Ontario;Agriculture, natural resources and conservation;16600
2010/2011;Ontario;Agriculture, natural resources and conservation;17392
2011/2012;Ontario;Agriculture, natural resources and conservation;16425
2012/2013;Ontario;Agriculture, natural resources and conservation;19178
2013/2014;Ontario;Agriculture, natural resources and conservation;19923
2014/2015;Ontario;Agriculture, natural resources and conservation;21423
2015/2016;Ontario;Agriculture, natural resources and conservation;24347
2016/2017;Ontario;Agriculture, natural resources and conservation;25624
2017/2018;Ontario;Agriculture, natural resources and conservation;28282
2018/2019;Ontario;Agriculture, natural resources and conservation;30869
2019/2020;Ontario;Agriculture, natural resources and conservation;34047
2020/2021;Ontario;Agriculture, natural resources and conservation;36742
2021/2022;Ontario;Agriculture, natural resources and conservation;38624
2022/2023;Ontario;Agriculture, natural resources and conservation;41631
2023/2024;Ontario;Agriculture, natural resources and conservation;43698
2007/2008;Ontario;Dentistry;41952
2008/2009;Ontario;Dentistry;43447
2009/2010;Ontario;Dentistry;45092
2010/2011;Ontario;Dentistry;47094
2011/2012;Ontario;Dentistry;50721
2012/2013;Ontario;Dentistry;51934
2013/2014;Ontario;Dentistry;54714
2014/2015;Ontario;Dentistry;57611
2015/2016;Ontario;Dentistry;62161
2016/2017;Ontario;Dentistry;67508
2017/2018;Ontario;Dentistry;72558
2018/2019;Ontario;Dentistry;78620
2019/2020;Ontario;Dentistry;85908
2020/2021;Ontario;Dentistry;93861
2021/2022;Ontario;Dentistry;101371
2022/2023;Ontario;Dentistry;110741
2023/2024;Ontario;Dentistry;114589
2006/2007;Ontario;Medicine;34992
2007/2008;Ontario;Medicine;50434
2008/2009;Ontario;Medicine;61632
2009/2010;Ontario;Medicine;75511
2010/2011;Ontario;Medicine;78263
2011/2012;Ontario;Medicine;74302
2012/2013;Ontario;Medicine;64027
2013/2014;Ontario;Medicine;77255
2014/2015;Ontario;Medicine;81994
2015/2016;Ontario;Medicine;85218
2016/2017;Ontario;Medicine;86457
2017/2018;Ontario;Medicine;83920
2018/2019;Ontario;Medicine;77575
2019/2020;Ontario;Medicine;82630
2020/2021;Ontario;Medicine;87725
2021/2022;Ontario;Medicine;89173
2022/2023;Ontario;Medicine;90487
2023/2024;Ontario;Medicine;91828
2007/2008;Ontario;Nursing;13921
2008/2009;Ontario;Nursing;14467
2009/2010;Ontario;Nursing;14967
2010/2011;Ontario;Nursing;15775
2011/2012;Ontario;Nursing;17251
2012/2013;Ontario;Nursing;17946
2013/2014;Ontario;Nursing;18651
2014/2015;Ontario;Nursing;19472
2015/2016;Ontario;Nursing;22109
2016/2017;Ontario;Nursing;23456
2017/2018;Ontario;Nursing;26253
2018/2019;Ontario;Nursing;30787
2019/2020;Ontario;Nursing;33480
2020/2021;Ontario;Nursing;33198
2021/2022;Ontario;Nursing;33585
2022/2023;Ontario;Nursing;32041
2023/2024;Ontario;Nursing;33937
2008/2009;Ontario;Pharmacy;27657
2009/2010;Ontario;Pharmacy;28204
2010/2011;Ontario;Pharmacy;29541
2011/2012;Ontario;Pharmacy;31227
2012/2013;Ontario;Pharmacy;32329
2013/2014;Ontario;Pharmacy;33945
2014/2015;Ontario;Pharmacy;35785
2015/2016;Ontario;Pharmacy;33405
2016/2017;Ontario;Pharmacy;35150
2017/2018;Ontario;Pharmacy;38090
2018/2019;Ontario;Pharmacy;40687
2019/2020;Ontario;Pharmacy;42551
2020/2021;Ontario;Pharmacy;43724
2021/2022;Ontario;Pharmacy;44244
2022/2023;Ontario;Pharmacy;45989
2023/2024;Ontario;Pharmacy;48382
2007/2008;Ontario;Veterinary medicine;47850
2008/2009;Ontario;Veterinary medicine;47850
2009/2010;Ontario;Veterinary medicine;47850
2010/2011;Ontario;Veterinary medicine;47850
2011/2012;Ontario;Veterinary medicine;47850
2012/2013;Ontario;Veterinary medicine;48618
2013/2014;Ontario;Veterinary medicine;49030
2014/2015;Ontario;Veterinary medicine;49294
2015/2016;Ontario;Veterinary medicine;50625
2016/2017;Ontario;Veterinary medicine;52024
2017/2018;Ontario;Veterinary medicine;52917
2018/2019;Ontario;Veterinary medicine;55370
2019/2020;Ontario;Veterinary medicine;58476
2020/2021;Ontario;Veterinary medicine;61985
2021/2022;Ontario;Veterinary medicine;61985
2022/2023;Ontario;Veterinary medicine;82051
2023/2024;Ontario;Veterinary medicine;83614
2022/2023;Ontario;Optometry;66037
2023/2024;Ontario;Optometry;71051
2006/2007;Ontario;Other health, parks, recreation and fitness;19270
2007/2008;Ontario;Other health, parks, recreation and fitness;14432
2008/2009;Ontario;Other health, parks, recreation and fitness;14537
2009/2010;Ontario;Other health, parks, recreation and fitness;15684
2010/2011;Ontario;Other health, parks, recreation and fitness;16668
2011/2012;Ontario;Other health, parks, recreation and fitness;17463
2012/2013;Ontario;Other health, parks, recreation and fitness;19142
2013/2014;Ontario;Other health, parks, recreation and fitness;19132
2014/2015;Ontario;Other health, parks, recreation and fitness;19858
2015/2016;Ontario;Other health, parks, recreation and fitness;22236
2016/2017;Ontario;Other health, parks, recreation and fitness;24286
2017/2018;Ontario;Other health, parks, recreation and fitness;25841
2018/2019;Ontario;Other health, parks, recreation and fitness;27345
2019/2020;Ontario;Other health, parks, recreation and fitness;29102
2020/2021;Ontario;Other health, parks, recreation and fitness;31487
2021/2022;Ontario;Other health, parks, recreation and fitness;32718
2022/2023;Ontario;Other health, parks, recreation and fitness;35101
2023/2024;Ontario;Other health, parks, recreation and fitness;37168
2016/2017;Ontario;Personal, protective and transportation services;21577
2017/2018;Ontario;Personal, protective and transportation services;22936
2018/2019;Ontario;Personal, protective and transportation services;21916
2019/2020;Ontario;Personal, protective and transportation services;26909
2020/2021;Ontario;Personal, protective and transportation services;31052
2021/2022;Ontario;Personal, protective and transportation services;30718
2022/2023;Ontario;Personal, protective and transportation services;34318
2023/2024;Ontario;Personal, protective and transportation services;36468
2006/2007;Manitoba;Total, field of study;9122
2007/2008;Manitoba;Total, field of study;8457
2008/2009;Manitoba;Total, field of study;9690
2009/2010;Manitoba;Total, field of study;11166
2010/2011;Manitoba;Total, field of study;11754
2011/2012;Manitoba;Total, field of study;11815
2012/2013;Manitoba;Total, field of study;12287
2013/2014;Manitoba;Total, field of study;12588
2014/2015;Manitoba;Total, field of study;12995
2015/2016;Manitoba;Total, field of study;14385
2016/2017;Manitoba;Total, field of study;14550
2017/2018;Manitoba;Total, field of study;14616
2018/2019;Manitoba;Total, field of study;15546
2019/2020;Manitoba;Total, field of study;16179
2020/2021;Manitoba;Total, field of study;17055
2021/2022;Manitoba;Total, field of study;17760
2022/2023;Manitoba;Total, field of study;18405
2023/2024;Manitoba;Total, field of study;18912
2006/2007;Manitoba;Education;6697
2007/2008;Manitoba;Education;6650
2008/2009;Manitoba;Education;7604
2009/2010;Manitoba;Education;8115
2010/2011;Manitoba;Education;8669
2011/2012;Manitoba;Education;8797
2012/2013;Manitoba;Education;7617
2013/2014;Manitoba;Education;6512
2014/2015;Manitoba;Education;11953
2015/2016;Manitoba;Education;6714
2016/2017;Manitoba;Education;7291
2017/2018;Manitoba;Education;8633
2018/2019;Manitoba;Education;11507
2019/2020;Manitoba;Education;11670
2020/2021;Manitoba;Education;13611
2021/2022;Manitoba;Education;14078
2022/2023;Manitoba;Education;15014
2023/2024;Manitoba;Education;15424
2006/2007;Manitoba;Visual and performing arts, and communications technologies;9507
2007/2008;Manitoba;Visual and performing arts, and communications technologies;9408
2008/2009;Manitoba;Visual and performing arts, and communications technologies;9509
2009/2010;Manitoba;Visual and performing arts, and communications technologies;11259
2010/2011;Manitoba;Visual and performing arts, and communications technologies;11843
2011/2012;Manitoba;Visual and performing arts, and communications technologies;11976
2012/2013;Manitoba;Visual and performing arts, and communications technologies;11451
2013/2014;Manitoba;Visual and performing arts, and communications technologies;12157
2014/2015;Manitoba;Visual and performing arts, and communications technologies;11845
2015/2016;Manitoba;Visual and performing arts, and communications technologies;13738
2016/2017;Manitoba;Visual and performing arts, and communications technologies;14693
2017/2018;Manitoba;Visual and performing arts, and communications technologies;13945
2018/2019;Manitoba;Visual and performing arts, and communications technologies;14777
2019/2020;Manitoba;Visual and performing arts, and communications technologies;16025
2020/2021;Manitoba;Visual and performing arts, and communications technologies;16757
2021/2022;Manitoba;Visual and performing arts, and communications technologies;17275
2022/2023;Manitoba;Visual and performing arts, and communications technologies;18214
2023/2024;Manitoba;Visual and performing arts, and communications technologies;18714
2006/2007;Manitoba;Humanities;7844
2007/2008;Manitoba;Humanities;7136
2008/2009;Manitoba;Humanities;8903
2009/2010;Manitoba;Humanities;10138
2010/2011;Manitoba;Humanities;10691
2011/2012;Manitoba;Humanities;10794
2012/2013;Manitoba;Humanities;11304
2013/2014;Manitoba;Humanities;11524
2014/2015;Manitoba;Humanities;11837
2015/2016;Manitoba;Humanities;13079
2016/2017;Manitoba;Humanities;13232
2017/2018;Manitoba;Humanities;13339
2018/2019;Manitoba;Humanities;14259
2019/2020;Manitoba;Humanities;14718
2020/2021;Manitoba;Humanities;15697
2021/2022;Manitoba;Humanities;16420
2022/2023;Manitoba;Humanities;17036
2023/2024;Manitoba;Humanities;17505
2006/2007;Manitoba;Social and behavioural sciences, and legal studies;7450
2007/2008;Manitoba;Social and behavioural sciences, and legal studies;8141
2008/2009;Manitoba;Social and behavioural sciences, and legal studies;8678
2009/2010;Manitoba;Social and behavioural sciences, and legal studies;10313
2010/2011;Manitoba;Social and behavioural sciences, and legal studies;10878
2011/2012;Manitoba;Social and behavioural sciences, and legal studies;10983
2012/2013;Manitoba;Social and behavioural sciences, and legal studies;11133
2013/2014;Manitoba;Social and behavioural sciences, and legal studies;11285
2014/2015;Manitoba;Social and behavioural sciences, and legal studies;11386
2015/2016;Manitoba;Social and behavioural sciences, and legal studies;12886
2016/2017;Manitoba;Social and behavioural sciences, and legal studies;13043
2017/2018;Manitoba;Social and behavioural sciences, and legal studies;13156
2018/2019;Manitoba;Social and behavioural sciences, and legal studies;14009
2019/2020;Manitoba;Social and behavioural sciences, and legal studies;14642
2020/2021;Manitoba;Social and behavioural sciences, and legal studies;15550
2021/2022;Manitoba;Social and behavioural sciences, and legal studies;16277
2022/2023;Manitoba;Social and behavioural sciences, and legal studies;17175
2023/2024;Manitoba;Social and behavioural sciences, and legal studies;17648
2012/2013;Manitoba;Law;20420
2013/2014;Manitoba;Law;20724
2015/2016;Manitoba;Law;23193
2017/2018;Manitoba;Law;23762
2018/2019;Manitoba;Law;25362
2019/2020;Manitoba;Law;26315
2020/2021;Manitoba;Law;26902
2021/2022;Manitoba;Law;27917
2022/2023;Manitoba;Law;28963
2023/2024;Manitoba;Law;29760
2006/2007;Manitoba;Business, management and public administration;9939
2007/2008;Manitoba;Business, management and public administration;9717
2008/2009;Manitoba;Business, management and public administration;10700
2009/2010;Manitoba;Business, management and public administration;12478
2010/2011;Manitoba;Business, management and public administration;13172
2011/2012;Manitoba;Business, management and public administration;13207
2012/2013;Manitoba;Business, management and public administration;13361
2013/2014;Manitoba;Business, management and public administration;13514
2014/2015;Manitoba;Business, management and public administration;13855
2015/2016;Manitoba;Business, management and public administration;15143
2016/2017;Manitoba;Business, management and public administration;15350
2017/2018;Manitoba;Business, management and public administration;15462
2018/2019;Manitoba;Business, management and public administration;16347
2019/2020;Manitoba;Business, management and public administration;17100
2020/2021;Manitoba;Business, management and public administration;17949
2021/2022;Manitoba;Business, management and public administration;18891
2022/2023;Manitoba;Business, management and public administration;19793
2023/2024;Manitoba;Business, management and public administration;20337
2006/2007;Manitoba;Physical and life sciences and technologies;8320
2007/2008;Manitoba;Physical and life sciences and technologies;8491
2008/2009;Manitoba;Physical and life sciences and technologies;9825
2009/2010;Manitoba;Physical and life sciences and technologies;11574
2010/2011;Manitoba;Physical and life sciences and technologies;12171
2011/2012;Manitoba;Physical and life sciences and technologies;12299
2012/2013;Manitoba;Physical and life sciences and technologies;12353
2013/2014;Manitoba;Physical and life sciences and technologies;12514
2014/2015;Manitoba;Physical and life sciences and technologies;13029
2015/2016;Manitoba;Physical and life sciences and technologies;14424
2016/2017;Manitoba;Physical and life sciences and technologies;14677
2017/2018;Manitoba;Physical and life sciences and technologies;14783
2018/2019;Manitoba;Physical and life sciences and technologies;15779
2019/2020;Manitoba;Physical and life sciences and technologies;16460
2020/2021;Manitoba;Physical and life sciences and technologies;17390
2021/2022;Manitoba;Physical and life sciences and technologies;18029
2022/2023;Manitoba;Physical and life sciences and technologies;18493
2023/2024;Manitoba;Physical and life sciences and technologies;19002
2006/2007;Manitoba;Mathematics, computer and information sciences;9046
2007/2008;Manitoba;Mathematics, computer and information sciences;8397
2008/2009;Manitoba;Mathematics, computer and information sciences;9519
2009/2010;Manitoba;Mathematics, computer and information sciences;11489
2010/2011;Manitoba;Mathematics, computer and information sciences;12085
2011/2012;Manitoba;Mathematics, computer and information sciences;12213
2012/2013;Manitoba;Mathematics, computer and information sciences;12515
2013/2014;Manitoba;Mathematics, computer and information sciences;12285
2014/2015;Manitoba;Mathematics, computer and information sciences;12750
2015/2016;Manitoba;Mathematics, computer and information sciences;14293
2016/2017;Manitoba;Mathematics, computer and information sciences;14454
2017/2018;Manitoba;Mathematics, computer and information sciences;14759
2018/2019;Manitoba;Mathematics, computer and information sciences;15831
2019/2020;Manitoba;Mathematics, computer and information sciences;16550
2020/2021;Manitoba;Mathematics, computer and information sciences;17471
2021/2022;Manitoba;Mathematics, computer and information sciences;18070
2022/2023;Manitoba;Mathematics, computer and information sciences;18142
2023/2024;Manitoba;Mathematics, computer and information sciences;18642
2006/2007;Manitoba;Engineering;12217
2007/2008;Manitoba;Engineering;13330
2008/2009;Manitoba;Engineering;13241
2009/2010;Manitoba;Engineering;15798
2010/2011;Manitoba;Engineering;16412
2011/2012;Manitoba;Engineering;16048
2012/2013;Manitoba;Engineering;16316
2013/2014;Manitoba;Engineering;16583
2014/2015;Manitoba;Engineering;17021
2015/2016;Manitoba;Engineering;18981
2016/2017;Manitoba;Engineering;19196
2017/2018;Manitoba;Engineering;19690
2018/2019;Manitoba;Engineering;20796
2019/2020;Manitoba;Engineering;21589
2020/2021;Manitoba;Engineering;22287
2021/2022;Manitoba;Engineering;22762
2022/2023;Manitoba;Engineering;23245
2023/2024;Manitoba;Engineering;23884
2006/2007;Manitoba;Architecture;10413
2007/2008;Manitoba;Architecture;10447
2008/2009;Manitoba;Architecture;10463
2009/2010;Manitoba;Architecture;12750
2010/2011;Manitoba;Architecture;13391
2011/2012;Manitoba;Architecture;13247
2012/2013;Manitoba;Architecture;13618
2013/2014;Manitoba;Architecture;13832
2014/2015;Manitoba;Architecture;14169
2015/2016;Manitoba;Architecture;15761
2016/2017;Manitoba;Architecture;15952
2017/2018;Manitoba;Architecture;16163
2018/2019;Manitoba;Architecture;17229
2019/2020;Manitoba;Architecture;17874
2020/2021;Manitoba;Architecture;18550
2021/2022;Manitoba;Architecture;19235
2022/2023;Manitoba;Architecture;19966
2023/2024;Manitoba;Architecture;20515
2006/2007;Manitoba;Agriculture, natural resources and conservation;9915
2007/2008;Manitoba;Agriculture, natural resources and conservation;9932
2008/2009;Manitoba;Agriculture, natural resources and conservation;9974
2009/2010;Manitoba;Agriculture, natural resources and conservation;12173
2010/2011;Manitoba;Agriculture, natural resources and conservation;12735
2011/2012;Manitoba;Agriculture, natural resources and conservation;12834
2012/2013;Manitoba;Agriculture, natural resources and conservation;13165
2013/2014;Manitoba;Agriculture, natural resources and conservation;13364
2014/2015;Manitoba;Agriculture, natural resources and conservation;13765
2015/2016;Manitoba;Agriculture, natural resources and conservation;14967
2016/2017;Manitoba;Agriculture, natural resources and conservation;15091
2017/2018;Manitoba;Agriculture, natural resources and conservation;15205
2018/2019;Manitoba;Agriculture, natural resources and conservation;16117
2019/2020;Manitoba;Agriculture, natural resources and conservation;16912
2020/2021;Manitoba;Agriculture, natural resources and conservation;17634
2021/2022;Manitoba;Agriculture, natural resources and conservation;18304
2022/2023;Manitoba;Agriculture, natural resources and conservation;19060
2023/2024;Manitoba;Agriculture, natural resources and conservation;19584
2007/2008;Manitoba;Nursing;9660
2008/2009;Manitoba;Nursing;10436
2009/2010;Manitoba;Nursing;12495
2010/2011;Manitoba;Nursing;13146
2011/2012;Manitoba;Nursing;13426
2012/2013;Manitoba;Nursing;13898
2013/2014;Manitoba;Nursing;14218
2014/2015;Manitoba;Nursing;13710
2015/2016;Manitoba;Nursing;14994
2016/2017;Manitoba;Nursing;14512
2017/2018;Manitoba;Nursing;14471
2018/2019;Manitoba;Nursing;15574
2019/2020;Manitoba;Nursing;16886
2020/2021;Manitoba;Nursing;17350
2021/2022;Manitoba;Nursing;17734
2022/2023;Manitoba;Nursing;18154
2023/2024;Manitoba;Nursing;18652
2006/2007;Manitoba;Other health, parks, recreation and fitness;5870
2007/2008;Manitoba;Other health, parks, recreation and fitness;10399
2008/2009;Manitoba;Other health, parks, recreation and fitness;9882
2009/2010;Manitoba;Other health, parks, recreation and fitness;11423
2010/2011;Manitoba;Other health, parks, recreation and fitness;12662
2011/2012;Manitoba;Other health, parks, recreation and fitness;12806
2012/2013;Manitoba;Other health, parks, recreation and fitness;12471
2013/2014;Manitoba;Other health, parks, recreation and fitness;12828
2014/2015;Manitoba;Other health, parks, recreation and fitness;10970
2015/2016;Manitoba;Other health, parks, recreation and fitness;14700
2016/2017;Manitoba;Other health, parks, recreation and fitness;14445
2017/2018;Manitoba;Other health, parks, recreation and fitness;14820
2018/2019;Manitoba;Other health, parks, recreation and fitness;13397
2019/2020;Manitoba;Other health, parks, recreation and fitness;15096
2020/2021;Manitoba;Other health, parks, recreation and fitness;16492
2021/2022;Manitoba;Other health, parks, recreation and fitness;17045
2022/2023;Manitoba;Other health, parks, recreation and fitness;17934
2023/2024;Manitoba;Other health, parks, recreation and fitness;18427
2016/2017;Manitoba;Personal, protective and transportation services;13510
2017/2018;Manitoba;Personal, protective and transportation services;12705
2018/2019;Manitoba;Personal, protective and transportation services;12729
2019/2020;Manitoba;Personal, protective and transportation services;13634
2020/2021;Manitoba;Personal, protective and transportation services;14517
2021/2022;Manitoba;Personal, protective and transportation services;15222
2022/2023;Manitoba;Personal, protective and transportation services;17299
2023/2024;Manitoba;Personal, protective and transportation services;17775
2006/2007;Saskatchewan;Total, field of study;10374
2007/2008;Saskatchewan;Total, field of study;10204
2008/2009;Saskatchewan;Total, field of study;10465
2009/2010;Saskatchewan;Total, field of study;12618
2010/2011;Saskatchewan;Total, field of study;13815
2011/2012;Saskatchewan;Total, field of study;14755
2012/2013;Saskatchewan;Total, field of study;16081
2013/2014;Saskatchewan;Total, field of study;16659
2014/2015;Saskatchewan;Total, field of study;17371
2015/2016;Saskatchewan;Total, field of study;18096
2016/2017;Saskatchewan;Total, field of study;18671
2017/2018;Saskatchewan;Total, field of study;19176
2018/2019;Saskatchewan;Total, field of study;20167
2019/2020;Saskatchewan;Total, field of study;20607
2020/2021;Saskatchewan;Total, field of study;20545
2021/2022;Saskatchewan;Total, field of study;22008
2022/2023;Saskatchewan;Total, field of study;24887
2023/2024;Saskatchewan;Total, field of study;27781
2006/2007;Saskatchewan;Education;11183
2007/2008;Saskatchewan;Education;8489
2008/2009;Saskatchewan;Education;9024
2009/2010;Saskatchewan;Education;12008
2010/2011;Saskatchewan;Education;13175
2011/2012;Saskatchewan;Education;14032
2012/2013;Saskatchewan;Education;15631
2013/2014;Saskatchewan;Education;16849
2014/2015;Saskatchewan;Education;17775
2015/2016;Saskatchewan;Education;18082
2016/2017;Saskatchewan;Education;18624
2017/2018;Saskatchewan;Education;18932
2018/2019;Saskatchewan;Education;19588
2019/2020;Saskatchewan;Education;19657
2020/2021;Saskatchewan;Education;19575
2021/2022;Saskatchewan;Education;21448
2022/2023;Saskatchewan;Education;23531
2023/2024;Saskatchewan;Education;25976
2006/2007;Saskatchewan;Visual and performing arts, and communications technologies;8489
2007/2008;Saskatchewan;Visual and performing arts, and communications technologies;8489
2008/2009;Saskatchewan;Visual and performing arts, and communications technologies;9258
2009/2010;Saskatchewan;Visual and performing arts, and communications technologies;11809
2010/2011;Saskatchewan;Visual and performing arts, and communications technologies;13284
2011/2012;Saskatchewan;Visual and performing arts, and communications technologies;14601
2012/2013;Saskatchewan;Visual and performing arts, and communications technologies;15572
2013/2014;Saskatchewan;Visual and performing arts, and communications technologies;16557
2014/2015;Saskatchewan;Visual and performing arts, and communications technologies;17336
2015/2016;Saskatchewan;Visual and performing arts, and communications technologies;18220
2016/2017;Saskatchewan;Visual and performing arts, and communications technologies;18814
2017/2018;Saskatchewan;Visual and performing arts, and communications technologies;19205
2018/2019;Saskatchewan;Visual and performing arts, and communications technologies;20077
2019/2020;Saskatchewan;Visual and performing arts, and communications technologies;20425
2020/2021;Saskatchewan;Visual and performing arts, and communications technologies;20460
2021/2022;Saskatchewan;Visual and performing arts, and communications technologies;21610
2022/2023;Saskatchewan;Visual and performing arts, and communications technologies;23821
2023/2024;Saskatchewan;Visual and performing arts, and communications technologies;26125
2006/2007;Saskatchewan;Humanities;9326
2007/2008;Saskatchewan;Humanities;8957
2008/2009;Saskatchewan;Humanities;9297
2009/2010;Saskatchewan;Humanities;11823
2010/2011;Saskatchewan;Humanities;12469
2011/2012;Saskatchewan;Humanities;12996
2012/2013;Saskatchewan;Humanities;14694
2013/2014;Saskatchewan;Humanities;15746
2014/2015;Saskatchewan;Humanities;15961
2015/2016;Saskatchewan;Humanities;16715
2016/2017;Saskatchewan;Humanities;16725
2017/2018;Saskatchewan;Humanities;17187
2018/2019;Saskatchewan;Humanities;18195
2019/2020;Saskatchewan;Humanities;18424
2020/2021;Saskatchewan;Humanities;18975
2021/2022;Saskatchewan;Humanities;20520
2022/2023;Saskatchewan;Humanities;24092
2023/2024;Saskatchewan;Humanities;28108
2006/2007;Saskatchewan;Social and behavioural sciences, and legal studies;10074
2007/2008;Saskatchewan;Social and behavioural sciences, and legal studies;10647
2008/2009;Saskatchewan;Social and behavioural sciences, and legal studies;10542
2009/2010;Saskatchewan;Social and behavioural sciences, and legal studies;11816
2010/2011;Saskatchewan;Social and behavioural sciences, and legal studies;12888
2011/2012;Saskatchewan;Social and behavioural sciences, and legal studies;13699
2012/2013;Saskatchewan;Social and behavioural sciences, and legal studies;13568
2013/2014;Saskatchewan;Social and behavioural sciences, and legal studies;14389
2014/2015;Saskatchewan;Social and behavioural sciences, and legal studies;16171
2015/2016;Saskatchewan;Social and behavioural sciences, and legal studies;16777
2016/2017;Saskatchewan;Social and behavioural sciences, and legal studies;17380
2017/2018;Saskatchewan;Social and behavioural sciences, and legal studies;17828
2018/2019;Saskatchewan;Social and behavioural sciences, and legal studies;18783
2019/2020;Saskatchewan;Social and behavioural sciences, and legal studies;19264
2020/2021;Saskatchewan;Social and behavioural sciences, and legal studies;19256
2021/2022;Saskatchewan;Social and behavioural sciences, and legal studies;20736
2022/2023;Saskatchewan;Social and behavioural sciences, and legal studies;22750
2023/2024;Saskatchewan;Social and behavioural sciences, and legal studies;25014
2006/2007;Saskatchewan;Law;17784
2009/2010;Saskatchewan;Law;19118
2010/2011;Saskatchewan;Law;20982
2011/2012;Saskatchewan;Law;22074
2016/2017;Saskatchewan;Law;32822
2022/2023;Saskatchewan;Law;58601
2023/2024;Saskatchewan;Law;71102
2006/2007;Saskatchewan;Business, management and public administration;9463
2007/2008;Saskatchewan;Business, management and public administration;9463
2008/2009;Saskatchewan;Business, management and public administration;9915
2009/2010;Saskatchewan;Business, management and public administration;13102
2010/2011;Saskatchewan;Business, management and public administration;14571
2011/2012;Saskatchewan;Business, management and public administration;15674
2012/2013;Saskatchewan;Business, management and public administration;16872
2013/2014;Saskatchewan;Business, management and public administration;17568
2014/2015;Saskatchewan;Business, management and public administration;18219
2015/2016;Saskatchewan;Business, management and public administration;19036
2016/2017;Saskatchewan;Business, management and public administration;19621
2017/2018;Saskatchewan;Business, management and public administration;20159
2018/2019;Saskatchewan;Business, management and public administration;21240
2019/2020;Saskatchewan;Business, management and public administration;21308
2020/2021;Saskatchewan;Business, management and public administration;21222
2021/2022;Saskatchewan;Business, management and public administration;22064
2022/2023;Saskatchewan;Business, management and public administration;24166
2023/2024;Saskatchewan;Business, management and public administration;25933
2006/2007;Saskatchewan;Physical and life sciences and technologies;10568
2007/2008;Saskatchewan;Physical and life sciences and technologies;10479
2008/2009;Saskatchewan;Physical and life sciences and technologies;10685
2009/2010;Saskatchewan;Physical and life sciences and technologies;11999
2010/2011;Saskatchewan;Physical and life sciences and technologies;12884
2011/2012;Saskatchewan;Physical and life sciences and technologies;13665
2012/2013;Saskatchewan;Physical and life sciences and technologies;14252
2013/2014;Saskatchewan;Physical and life sciences and technologies;14831
2014/2015;Saskatchewan;Physical and life sciences and technologies;15997
2015/2016;Saskatchewan;Physical and life sciences and technologies;16251
2016/2017;Saskatchewan;Physical and life sciences and technologies;16608
2017/2018;Saskatchewan;Physical and life sciences and technologies;17393
2018/2019;Saskatchewan;Physical and life sciences and technologies;18670
2019/2020;Saskatchewan;Physical and life sciences and technologies;19393
2020/2021;Saskatchewan;Physical and life sciences and technologies;19549
2021/2022;Saskatchewan;Physical and life sciences and technologies;21571
2022/2023;Saskatchewan;Physical and life sciences and technologies;24728
2023/2024;Saskatchewan;Physical and life sciences and technologies;28109
2006/2007;Saskatchewan;Mathematics, computer and information sciences;10510
2007/2008;Saskatchewan;Mathematics, computer and information sciences;9944
2008/2009;Saskatchewan;Mathematics, computer and information sciences;10239
2009/2010;Saskatchewan;Mathematics, computer and information sciences;11949
2010/2011;Saskatchewan;Mathematics, computer and information sciences;13068
2011/2012;Saskatchewan;Mathematics, computer and information sciences;14060
2012/2013;Saskatchewan;Mathematics, computer and information sciences;13806
2013/2014;Saskatchewan;Mathematics, computer and information sciences;14391
2014/2015;Saskatchewan;Mathematics, computer and information sciences;16718
2015/2016;Saskatchewan;Mathematics, computer and information sciences;17192
2016/2017;Saskatchewan;Mathematics, computer and information sciences;17664
2017/2018;Saskatchewan;Mathematics, computer and information sciences;18272
2018/2019;Saskatchewan;Mathematics, computer and information sciences;19242
2019/2020;Saskatchewan;Mathematics, computer and information sciences;19931
2020/2021;Saskatchewan;Mathematics, computer and information sciences;20194
2021/2022;Saskatchewan;Mathematics, computer and information sciences;21847
